RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	FamilyKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	RunID	MeanFragmentLength	breadth	coverage	expected_breadth	expected_breadth_prop
Cap.E.6824	1550860	1528610	718410	506	0.005463	123.0	f	9004	Carnivora	Ursidae	Ursus_spelaeus	best	8754	0.9722	250	35.016	1952	218	1936	49.88	++	61	89	54.1 (36.9,70.5)	64.7 (52.2,75.9)	37.5 (8.5,75.5)	50.0 (11.8,88.2)	190228_D00829_0224.lane2	40	0.1178103687609391	0.603536725209729	0.4131129685521776	0.28517712521547056
Cap.E.6825	1561952	1539174	744865	286	0.0005419	12.1	f	889	Primates	Cercopithecidae	Macaca_leonina	best	4	0.0044	3	1.3333	82	3	82	0.35	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.004949001146719778	0.007242440702516748	0.0063746701675790884	0.7763540727000879
Cap.E.6825	1561952	1539174	744865	295	0.003185	124.0	f	5329	Carnivora	Ursidae	Ursus_spelaeus	best	5102	0.9574	101	50.5148	1378	88	1360	10.36	++	28	38	77.8 (52.4,93.6)	63.0 (42.4,80.6)	60.0 (14.7,94.7)	75.0 (19.4,99.4)	190228_D00829_0224.lane2	40	0.08316736073390066	0.2438288369847305	0.19370118184654694	0.4293590774256975
Cap.E.6825	1561952	1539174	744865	5141	0.07222	403.0	f	95217	Primates	Hominidae	Homo_sapiens	fixed	79141	0.8311	758	104.4076	9200	-	-	89.28	-	4	12	1.5 (0.2,5.3)	1.7 (0.2,6.1)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.5552537871929507	1.8299233508358983	0.8012728138669399	0.6929647151178109
Cap.E.6826	1754730	1730517	806913	1028	0.03066	108.0	f	12821	Carnivora	Hyaenidae	Crocuta_crocuta	best	12621	0.9844	422	29.9075	3684	410	3665	53.24	++	62	101	39.6 (29.5,50.4)	33.3 (23.6,44.3)	75.0 (19.4,99.4)	50.0 (11.8,88.2)	190228_D00829_0224.lane2	40	0.22234292956726417	1.0187699921540225	0.593257065263018	0.37478344985017475
Cap.E.6826	1754730	1730517	806913	131	0.000286	28.1	f	664	Chiroptera	Vespertilionidae	Myotis_martiniquensis	best	129	0.1942	17	7.5882	398	16	330	2.07	-	1	6	50.0 (1.3,98.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.024020761663347216	0.04104049731426157	0.03558999569974186	0.674930164813744
Cap.E.6826	1754730	1730517	806913	135	0.0006828	37.5	f	1031	Artiodactyla	Cervidae	Capreolus_pygargus	best	877	0.8506	36	24.3611	793	36	793	4.67	++	18	21	85.7 (57.2,98.2)	75.0 (34.9,96.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.04786046230913151	0.08690928843020097	0.07387021881043687	0.6478992898606315
Cap.E.6826	1754730	1730517	806913	143	0.0005426	28.4	f	635	Carnivora	Mustelidae	Mustela_nivalis	best	325	0.5118	13	25.0	444	13	444	1.68	-	2	3	100.0 (15.8,100.0)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.026797030599311968	0.03138390971090591	0.02733153750422579	0.980443584455094
Cap.E.6826	1754730	1730517	806913	174	0.0003297	29.6	f	1387	Primates	Cercopithecidae	Macaca_fuscata	best	35	0.0252	6	5.8333	204	6	204	0.77	-	1	1	0.0 (0.0,84.2)	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.012312149194278471	0.014484881405033496	0.012708703915412789	0.9687966039830871
Cap.E.6826	1754730	1730517	806913	1834	0.02576	137.0	f	21533	Primates	Hominidae	Homo_sapiens	fixed	8705	0.4042	112	77.7232	3795	-	-	14.54	-	3	6	12.5 (1.6,38.3)	6.1 (0.7,20.2)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	190228_D00829_0224.lane2	40	0.22904218721709216	0.27038445289395857	0.2123878233642984	1.078414871384728
Cap.E.6826	1754730	1730517	806913	267	0.002883	60.5	f	1864	Carnivora	Ursidae	Ursus_spelaeus	best	1805	0.9683	66	27.3484	1044	53	975	6.88	++	13	17	50.0 (23.0,77.0)	31.6 (12.6,56.6)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.06300923411189571	0.15933369545536846	0.13124285101289657	0.4800965052618684
Cap.E.6826	1754730	1730517	806913	602	0.001031	73.1	f	5470	Artiodactyla	Bovidae	Bison_schoetensacki	best	4449	0.8133	133	33.4511	2170	124	2155	16.1	++	27	36	60.0 (36.1,80.9)	50.0 (31.9,68.1)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	190228_D00829_0224.lane2	40	0.1309674693705112	0.32108153781157583	0.24686817333113986	0.5305158117520329
Cap.E.6827	1540695	1515911	758658	154	0.0002637	53.3	f	1947	Artiodactyla	Bovidae	Ammotragus_lervia	best	1511	0.776	32	47.2187	482	32	482	3.52	-	2	10	16.7 (0.4,64.1)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.02909047015510894	0.07725270082684531	0.0659395627124364	0.44116868475414367
Cap.E.6827	1540695	1515911	758658	261	0.0004946	15.4	f	1168	Primates	Cercopithecidae	Macaca_tonkeana	best	87	0.0744	8	10.875	285	8	285	0.88	-	1	2	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.017200796668477278	0.019313175206711327	0.01690894528280984	1.0172601768345744
Cap.E.6827	1540695	1515911	758658	318	0.00681	61.1	f	3101	Perissodactyla	Equidae	Equus_ovodovi	best	3038	0.9796	90	33.7555	1429	90	1429	9.92	+	12	25	57.9 (33.5,79.7)	5.3 (0.1,26.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.08624539803247028	0.21727322107550245	0.17457118688458584	0.4940414255732228
Cap.E.6827	1540695	1515911	758658	342	0.007403	42.2	f	2514	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	1970	0.7836	58	33.9655	1688	58	1688	6.39	++	11	21	46.2 (19.2,74.9)	37.5 (15.2,64.6)	50.0 (1.3,98.7)	50.0 (1.3,98.7)	190228_D00829_0224.lane2	40	0.10187699921540226	0.14002052024865713	0.11630042322272738	0.8759813282905878
Cap.E.6827	1540695	1515911	758658	487	0.005258	80.0	f	5506	Carnivora	Ursidae	Ursus_spelaeus	best	5259	0.9551	151	34.8278	1917	123	1905	13.56	++	23	41	53.8 (33.4,73.4)	41.4 (23.5,61.1)	60.0 (14.7,94.7)	50.0 (11.8,88.2)	190228_D00829_0224.lane2	40	0.11569799022270505	0.3645361820266763	0.2752187898167817	0.42038550601769364
Cap.E.6827	1540695	1515911	758658	5817	0.08172	155.0	f	42669	Primates	Hominidae	Homo_sapiens	fixed	32565	0.7632	432	75.3819	10055	-	-	47.62	-	5	14	2.6 (0.5,7.3)	2.2 (0.3,7.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.6068561771983825	1.0429114611624117	0.6018358096523533	1.0083417561160564
Cap.E.6827	1540695	1515911	758658	730	0.02178	75.5	f	5262	Carnivora	Hyaenidae	Crocuta_crocuta	best	5185	0.9853	167	31.0479	2772	164	2763	18.08	++	28	39	51.5 (33.5,69.2)	33.3 (18.0,51.8)	N/A (N/A,N/A)	0.0 (0.0,70.8)	190228_D00829_0224.lane2	40	0.16730038022813687	0.403162532440099	0.2995221375093352	0.5585576465877171
Cap.E.6828	1808923	1780057	952938	132	0.0007833	26.3	f	1211	Primates	Lepilemuridae	Lepilemur_otto	best	1094	0.9033	38	28.7894	298	38	298	0.68	+	14	15	100.0 (75.3,100.0)	33.3 (4.3,77.7)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	190228_D00829_0224.lane2	40	0.017985394411249925	0.0917375822318788	0.07781026024902504	0.23114425210363282
Cap.E.6828	1808923	1780057	952938	136	0.0006163	43.3	f	1531	Primates	Cebidae	Leontopithecus_rosalia	best	660	0.431	34	19.4117	228	34	228	0.61	-	2	9	28.6 (3.7,71.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.013760637334781821	0.08208099462852314	0.06991334360557622	0.19682419156511757
Cap.E.6828	1808923	1780057	952938	1400	0.02998	44.6	f	8885	Perissodactyla	Equidae	Equus_ovodovi	best	8353	0.9401	401	20.8304	3575	401	3575	7.25	++	59	95	40.3 (29.2,52.1)	28.3 (20.0,37.9)	40.0 (5.3,85.3)	22.2 (2.8,60.0)	190228_D00829_0224.lane2	40	0.21576437926247813	0.9680729072364054	0.5746353071064108	0.37548054669485
Cap.E.6828	1808923	1780057	952938	1425	0.002441	33.7	f	7159	Artiodactyla	Bovidae	Bos_mutus	best	4748	0.6632	259	18.332	3136	249	3002	4.5	++	56	80	50.8 (37.7,63.9)	41.7 (29.1,55.1)	0.0 (0.0,97.5)	0.0 (0.0,70.8)	190228_D00829_0224.lane2	40	0.189269117025771	0.6252640473172792	0.4242652073716777	0.446110389768449
Cap.E.6828	1808923	1780057	952938	147	0.0004179	23.3	f	745	Eulipotyphla	Soricidae	Sorex_gracillimus	best	197	0.2644	22	8.9545	383	22	383	0.39	-	2	6	25.0 (0.6,80.6)	10.0 (0.3,44.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.02311545657553262	0.05311123181845615	0.04581453406863911	0.5045441811304062
Cap.E.6828	1808923	1780057	952938	164	0.0005108	22.6	f	762	Chiroptera	Pteropodidae	Pteropus_alecto	best	152	0.1994	11	13.8181	238	9	193	0.16	-	1	3	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.01436417405999155	0.026555615909228076	0.023175826501329433	0.6197912320049332
Cap.E.6828	1808923	1780057	952938	186	0.000406	93.3	f	4547	Chiroptera	Vespertilionidae	Lasionycteris_noctivagans	best	1472	0.3237	78	18.8717	493	77	484	1.39	++	16	27	62.5 (35.4,84.8)	30.0 (11.9,54.3)	N/A (N/A,N/A)	0.0 (0.0,70.8)	190228_D00829_0224.lane2	40	0.02975436055283964	0.18830345826543546	0.15318409180391768	0.19423923334628324
Cap.E.6828	1808923	1780057	952938	208	0.0005442	28.5	f	1265	Chiroptera	Phyllostomidae	Lophostoma_silvicolum	best	119	0.094	22	5.409	539	18	476	0.32	+	3	7	42.9 (9.9,81.6)	12.5 (0.3,52.7)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	190228_D00829_0224.lane2	40	0.03253062948880439	0.05311123181845615	0.04581453406863911	0.7100504272305195
Cap.E.6828	1808923	1780057	952938	214	0.00453	28.6	f	716	Proboscidea	Elephantidae	Mammuthus_primigenius	best	689	0.9622	41	16.8048	852	41	852	0.74	+	6	11	36.4 (10.9,69.2)	28.6 (3.7,71.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.051421328987868914	0.09898002293439556	0.0836889156718632	0.6144341646089354
Cap.E.6828	1808923	1780057	952938	217	0.0008234	14.5	f	628	Carnivora	Mustelidae	Mustela_kathiah	best	286	0.4554	40	7.15	821	40	821	0.72	+	4	11	57.1 (18.4,90.1)	20.0 (0.5,71.6)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	190228_D00829_0224.lane2	40	0.04955036513971875	0.09656587603355664	0.08173353953736928	0.6062427422106673
Cap.E.6828	1808923	1780057	952938	220	0.0003711	63.7	f	1731	Rodentia	Cricetidae	Ondatra_zibethicus	best	1146	0.662	57	20.1052	510	57	510	1.03	+	6	14	42.9 (9.9,81.6)	20.0 (4.3,48.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.03078037298569618	0.13760637334781822	0.11441463891645154	0.26902477932192564
Cap.E.6828	1808923	1780057	952938	2351	0.07013	213.0	f	53517	Carnivora	Hyaenidae	Crocuta_crocuta	best	52740	0.9854	3523	14.9701	6479	3449	6423	62.42	++	541	905	39.6 (36.2,43.1)	29.4 (26.3,32.6)	36.1 (25.1,48.3)	31.3 (21.6,42.4)	190228_D00829_0224.lane2	40	0.39103144426338343	8.505039531655502	0.9994523914803192	0.3912456937385631
Cap.E.6828	1808923	1780057	952938	299	0.0003154	22.0	f	1501	Rodentia	Muridae	Rattus_norvegicus	best	614	0.409	29	21.1724	432	29	432	0.52	++	9	13	42.9 (9.9,81.6)	75.0 (34.9,96.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.026072786529060293	0.07001026012432857	0.059947035121279635	0.4349303760613364
Cap.E.6828	1808923	1780057	952938	329	0.001636	23.1	f	2317	Carnivora	Felidae	Panthera_pardus	best	1141	0.4924	80	14.2625	1193	76	1156	1.37	++	16	29	30.0 (11.9,54.3)	39.3 (21.5,59.4)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	190228_D00829_0224.lane2	40	0.07200193131752067	0.19313175206711328	0.1567867075894318	0.45923492127960186
Cap.E.6828	1808923	1780057	952938	370	0.0006613	27.3	f	2066	Rodentia	Sciuridae	Dremomys_rufigenis	best	398	0.1926	63	6.3174	766	55	715	0.99	+	10	23	50.0 (6.8,93.2)	61.5 (31.6,86.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.04623091315106524	0.1520912547528517	0.12566928106228625	0.3678775971364993
Cap.E.6828	1808923	1780057	952938	398	0.0007542	37.9	f	4313	Primates	Cercopithecidae	Macaca_sylvanus	best	384	0.089	43	8.9302	615	37	576	0.66	+	8	11	37.5 (8.5,75.5)	41.7 (15.2,72.3)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.037117508600398336	0.1038083167360734	0.08758718534876886	0.4237778443570006
Cap.E.6828	1808923	1780057	952938	409	0.004416	38.4	f	2620	Carnivora	Ursidae	Ursus_spelaeus	best	2307	0.8805	158	14.6012	1680	150	1638	2.71	++	27	51	60.0 (36.1,80.9)	42.9 (26.3,60.6)	N/A (N/A,N/A)	0.0 (0.0,70.8)	190228_D00829_0224.lane2	40	0.10139416983523447	0.38143521033254874	0.28595356998433585	0.35458263326031814
Cap.E.6828	1808923	1780057	952938	4529	0.06362	76.8	f	23774	Primates	Hominidae	Homo_sapiens	fixed	15995	0.6727	319	50.141	9111	-	-	5.77	-	9	15	9.7 (3.6,19.9)	8.7 (3.3,18.0)	75.0 (19.4,99.4)	100.0 (29.2,100.0)	190228_D00829_0224.lane2	40	0.5498823103385841	0.7701128613676143	0.4933878998021577	1.1145030321154612
Cap.E.6828	1808923	1780057	952938	479	0.003785	27.0	f	1617	Carnivora	Canidae	Canis_lupus_chanco	best	1014	0.627	73	13.8904	1404	70	1336	1.26	++	12	16	100.0 (59.0,100.0)	31.2 (11.0,58.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.08473655621944595	0.17623272376124088	0.14411006788101888	0.5879988641002287
Cap.E.6828	1808923	1780057	952938	634	0.01372	38.6	f	3336	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	3107	0.9313	170	18.2764	2700	170	2700	3.07	++	33	44	40.8 (27.0,55.8)	34.7 (21.7,49.6)	57.1 (18.4,90.1)	57.1 (18.4,90.1)	190228_D00829_0224.lane2	40	0.16295491580662683	0.4104049731426157	0.303987452842404	0.5360580322738103
Cap.E.6828	1808923	1780057	952938	642	0.003247	50.0	f	4671	Artiodactyla	Cervidae	Capreolus_pygargus	best	3091	0.6617	186	16.6182	2005	184	1881	3.33	++	31	46	51.5 (33.5,69.2)	30.6 (18.3,45.4)	50.0 (1.3,98.7)	50.0 (1.3,98.7)	190228_D00829_0224.lane2	40	0.12100911340455067	0.44903132355603836	0.3273261303554079	0.369689744210644
Cap.E.6829	1660949	1631862	761324	1722	0.02419	244.0	f	35934	Primates	Hominidae	Homo_sapiens	fixed	18733	0.5213	94	199.2872	3669	-	-	40.86	-	1	2	3.7 (0.1,19.0)	0.0 (0.0,14.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.22143762447944956	0.22692980867885812	0.1815795043219549	1.2195078145318814
Cap.E.6829	1660949	1631862	761324	635	0.006856	73.3	f	6145	Carnivora	Ursidae	Ursus_spelaeus	best	5694	0.9266	164	34.7195	2440	136	2321	59.13	++	41	54	47.4 (31.0,64.2)	75.0 (56.6,88.5)	25.0 (0.6,80.6)	33.3 (0.8,90.6)	190228_D00829_0224.lane2	40	0.1472629609511739	0.39592009173758225	0.29502817464526254	0.49914880545981977
Cap.E.6830	1470662	1445161	721660	152	0.000288	16.6	f	1095	Primates	Cercopithecidae	Macaca_fascicularis	best	74	0.0675	5	14.8	268	5	268	1.35	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.016174784235620736	0.01207073450419458	0.01060185846611561	1.5256555524973894
Cap.E.6830	1470662	1445161	721660	3244	0.04557	187.0	f	39924	Primates	Hominidae	Homo_sapiens	fixed	24241	0.6071	188	128.9414	6417	-	-	50.81	-	1	2	2.7 (0.1,14.2)	0.0 (0.0,6.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.3872895165670831	0.45385961735771624	0.33018789225410305	1.1729367601069887
Cap.E.6830	1470662	1445161	721660	562	0.006068	107.0	f	7270	Carnivora	Ursidae	Ursus_spelaeus	best	7132	0.981	191	37.3403	2344	177	2277	47.83	++	48	71	58.0 (43.2,71.8)	46.3 (30.7,62.6)	0.0 (0.0,84.2)	0.0 (0.0,33.6)	190228_D00829_0224.lane2	40	0.1414690083891605	0.46110205806023297	0.3344577235152342	0.42298024067821155
Cap.E.6831	1540482	1517982	856052	10682	0.1501	107.0	f	57764	Primates	Hominidae	Homo_sapiens	fixed	46192	0.7996	1278	36.1439	16101	-	-	92.47	-	2	10	0.4 (0.0,2.1)	0.4 (0.0,2.3)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.9717544812601847	3.0852797392721345	0.9344080307028888	1.0399680325191585
Cap.E.6831	1540482	1517982	856052	219	0.002365	34.6	f	1147	Carnivora	Ursidae	Ursus_spelaeus	best	1021	0.8901	49	20.8367	871	40	834	2.89	++	12	12	85.7 (42.1,99.6)	60.0 (26.2,87.8)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.0525680487657674	0.11829319814110689	0.0991827696587998	0.5300119057635472
Cap.E.6831	1540482	1517982	856052	267	0.0005059	12.7	f	642	Primates	Cercopithecidae	Trachypithecus_vetulus	best	45	0.07	4	11.25	173	4	173	0.28	-	0	0	0.0 (0.0,97.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.010441185346128312	0.009656587603355664	0.008490517081561122	1.2297466980902096
Cap.E.6831	1540482	1517982	856052	353	0.0005955	24.8	f	1336	Rodentia	Cricetidae	Microtus_kikuchii	best	1081	0.8091	60	18.0166	1331	60	1331	4.34	++	17	24	63.6 (30.8,89.1)	76.9 (46.2,95.0)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.08033073812541493	0.14484881405033495	0.12005995349859555	0.6690885327250657
Cap.E.6832	1437384	1419076	697722	11901	0.1672	370.0	f	218969	Primates	Hominidae	Homo_sapiens	fixed	206389	0.9425	5786	35.6704	16567	-	-	87.78	-	55	103	2.4 (1.6,3.4)	2.3 (1.5,3.3)	0.0 (0.0,41.0)	0.0 (0.0,52.2)	190228_D00829_0224.lane2	40	0.999879292654958	13.968253968253968	0.9999956002738339	0.9998836918694002
Cap.E.6832	1437384	1419076	697722	168	0.002516	17.4	f	1525	Primates	Hylobatidae	Nomascus_gabriellae	best	882	0.5783	40	22.05	548	40	548	0.6	-	1	3	0.0 (0.0,60.2)	7.7 (0.2,36.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.03307381254149315	0.09656587603355664	0.08173353953736928	0.4046541080772786
Cap.E.6832	1437384	1419076	697722	251	0.0005479	32.9	f	1412	Chiroptera	Vespertilionidae	Myotis_petax	best	864	0.6118	42	20.5714	827	38	753	0.57	++	13	16	80.0 (44.4,97.5)	66.7 (29.9,92.5)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	190228_D00829_0224.lane2	40	0.04991248717484459	0.10139416983523447	0.08564012798682108	0.5828165878328145
Cap.E.6832	1437384	1419076	697722	385	0.004157	21.4	f	915	Carnivora	Ursidae	Ursus_spelaeus	best	885	0.9672	77	11.4935	1538	68	1481	1.03	++	24	34	58.3 (36.6,77.9)	76.5 (50.1,93.2)	75.0 (19.4,99.4)	75.0 (19.4,99.4)	190228_D00829_0224.lane2	40	0.09282394833725632	0.18588931136459655	0.15137701596961128	0.6131971075178982
Cap.E.6832	1437384	1419076	697722	493	0.0009342	6.63	f	499	Primates	Cercopithecidae	Macaca_nigra	best	75	0.1503	17	4.4117	432	17	432	0.25	-	2	3	0.0 (0.0,84.2)	33.3 (4.3,77.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.026072786529060293	0.04104049731426157	0.03558999569974186	0.7325875155767272
Cap.E.6832	1437384	1419076	697722	546	0.0009351	38.1	f	2872	Artiodactyla	Bovidae	Bos_mutus	best	2665	0.9279	131	20.3435	2192	125	2074	1.89	++	46	64	87.9 (71.8,96.6)	40.9 (26.3,56.8)	50.0 (1.3,98.7)	14.3 (0.4,57.9)	190228_D00829_0224.lane2	40	0.1322952501659726	0.316253244009898	0.24365042921852786	0.5429715457111639
Cap.E.6832	1437384	1419076	697722	647	0.002455	109.0	f	11670	Carnivora	Mustelidae	Gulo_gulo	best	11491	0.9846	517	22.2263	2108	517	2108	7.84	++	169	244	74.4 (66.2,81.6)	58.5 (50.1,66.6)	69.6 (47.1,86.8)	64.0 (42.5,82.0)	190228_D00829_0224.lane2	40	0.12722554167421088	1.2481139477337195	0.6678221018747869	0.19050813280520176
Cap.E.6833	1574323	1551589	763763	165	0.0002783	41.9	f	1164	Rodentia	Cricetidae	Microtus_kikuchii	best	890	0.7646	30	29.6666	607	30	607	10.48	++	8	12	40.0 (12.2,73.8)	75.0 (34.9,96.8)	66.7 (9.4,99.2)	100.0 (15.8,100.0)	190228_D00829_0224.lane2	40	0.03663467922023055	0.07242440702516748	0.06194880390172497	0.5913702430534007
Cap.E.6833	1574323	1551589	763763	2179	0.03061	131.0	f	23740	Primates	Hominidae	Homo_sapiens	fixed	10852	0.4571	103	105.3592	4249	-	-	36.01	-	0	0	0.0 (0.0,12.8)	0.0 (0.0,16.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.25644275454161386	0.24865713078640836	0.19713142544731843	1.3008720144934265
Cap.E.6833	1574323	1551589	763763	378	0.004081	84.6	f	3802	Carnivora	Ursidae	Ursus_spelaeus	best	3718	0.9779	130	28.6	1649	97	1590	33.91	++	31	41	70.8 (48.9,87.4)	77.3 (54.6,92.2)	100.0 (29.2,100.0)	75.0 (19.4,99.4)	190228_D00829_0224.lane2	40	0.09952320598708432	0.3138390971090591	0.2420364054166383	0.4111910595258031
Cap.E.6833	1574323	1551589	763763	425	0.0007279	39.8	f	2263	Artiodactyla	Bovidae	Ovis_ammon_ammon	best	1813	0.8011	56	32.375	1334	56	1334	19.58	++	13	19	90.9 (58.7,99.8)	33.3 (9.9,65.1)	100.0 (2.5,100.0)	50.0 (1.3,98.7)	190228_D00829_0224.lane2	40	0.08051179914297785	0.13519222644697929	0.11252483041174521	0.7155025148527051
Cap.E.6834	1711603	1682908	840331	159	0.0003013	30.1	f	2274	Primates	Cercopithecidae	Macaca_leonina	best	102	0.0448	10	10.2	328	10	328	1.16	+	3	6	100.0 (2.5,100.0)	100.0 (15.8,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.01979600458687911	0.02414146900838916	0.021091317529295606	0.9385854894736984
Cap.E.6834	1711603	1682908	840331	284	0.0004864	20.4	f	1158	Artiodactyla	Bovidae	Bison_schoetensacki	best	972	0.8393	33	29.4545	1090	31	1044	3.61	-	5	9	0.0 (0.0,70.8)	62.5 (24.5,91.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.06578550304786046	0.07966684772768423	0.06792857087715454	0.9684511568310527
Cap.E.6834	1711603	1682908	840331	289	0.001462	42.8	f	2272	Artiodactyla	Cervidae	Cervus_hanglu_yarkandensis	best	1932	0.8503	74	26.1081	1429	74	1429	8.63	++	12	30	38.5 (13.9,68.4)	53.8 (25.1,80.8)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.08624539803247028	0.1786468706620798	0.14593261810916935	0.5909946600694286
Cap.E.6834	1711603	1682908	840331	3553	0.04991	123.0	f	25804	Primates	Hominidae	Homo_sapiens	fixed	16392	0.6352	198	82.7878	6449	-	-	23.1	-	3	6	0.0 (0.0,6.8)	8.1 (1.7,21.9)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.38922083408775426	0.4780010863661054	0.3443151121035385	1.1304204213107911
Cap.E.6834	1711603	1682908	840331	421	0.004545	36.2	f	2056	Carnivora	Ursidae	Ursus_spelaeus	best	1932	0.9396	52	37.1538	1240	45	1176	5.25	++	16	20	64.3 (35.1,87.2)	75.0 (42.8,94.5)	100.0 (15.8,100.0)	100.0 (15.8,100.0)	190228_D00829_0224.lane2	40	0.0748385539260064	0.12553563884362365	0.10492518238349713	0.7132563625429273
Cap.E.6834	1711603	1682908	840331	876	0.02613	147.0	f	13931	Carnivora	Hyaenidae	Crocuta_crocuta	best	13806	0.991	506	27.2845	3559	499	3537	58.22	++	90	155	40.0 (31.7,48.8)	33.3 (24.8,42.8)	18.2 (2.3,51.8)	28.6 (3.7,71.0)	190228_D00829_0224.lane2	40	0.21479872050214255	1.2215583318244916	0.659940952387103	0.32548172639564815
Cap.E.6835	1846491	1815114	914530	130	0.0003401	16.9	f	570	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	74	0.1298	15	4.9333	422	14	375	0.38	-	1	3	33.3 (0.8,90.6)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.025469249803850565	0.03621220351258374	0.031469568832101724	0.8093294807989136
Cap.E.6835	1846491	1815114	914530	142	0.0002395	140.0	f	2559	Rodentia	Cricetidae	Ondatra_zibethicus	best	1806	0.7057	78	23.1538	308	78	308	2.12	+	10	14	62.5 (24.5,91.5)	23.8 (8.2,47.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.018588931136459652	0.18830345826543546	0.15318409180391768	0.12135027154291123
