RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	FamilyKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	RunID	MeanFragmentLength	breadth	coverage	expected_breadth	expected_breadth_prop
Cap.E.6835	1846491	1815114	914530	1507	0.04495	257.0	f	42482	Carnivora	Hyaenidae	Crocuta_crocuta	best	41952	0.9875	2106	19.9202	4835	2073	4698	56.53	++	305	507	31.1 (27.2,35.2)	30.1 (26.1,34.5)	22.5 (10.8,38.5)	21.4 (10.3,36.8)	190228_D00829_0224.lane2	40	0.291810006638904	5.084193373166757	0.988771978981431	0.295123661311183
Cap.E.6835	1846491	1815114	914530	171	0.0003733	65.7	f	2744	Chiroptera	Vespertilionidae	Lasionycteris_noctivagans	best	1191	0.434	55	21.6545	382	54	368	1.47	+	7	12	45.5 (16.7,76.6)	25.0 (3.2,65.1)	N/A (N/A,N/A)	0.0 (0.0,84.2)	190228_D00829_0224.lane2	40	0.02305510290301165	0.13277807954614038	0.11063098912110836	0.20839642749440757
Cap.E.6835	1846491	1815114	914530	181	0.003876	42.7	f	1587	Perissodactyla	Equidae	Equus_ovodovi	best	1402	0.8834	49	28.6122	1000	49	1000	1.33	+	5	10	20.0 (2.5,55.6)	50.0 (11.8,88.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.0603536725209729	0.11829319814110689	0.0991827696587998	0.6085096507044169
Cap.E.6835	1846491	1815114	914530	182	0.0009206	64.6	f	2326	Artiodactyla	Cervidae	Cervus_nippon_taiouanus	best	2183	0.9385	76	28.7236	933	76	933	2.07	+	15	20	66.7 (41.0,86.7)	18.2 (5.2,40.3)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	190228_D00829_0224.lane2	40	0.056309976462067715	0.1834751644637576	0.14956608389802906	0.37648894050377524
Cap.E.6835	1846491	1815114	914530	1859	0.003184	40.7	f	9397	Artiodactyla	Bovidae	Bos_grunniens_x_Bos_taurus	best	7132	0.7589	345	20.6724	3554	321	3443	8.75	++	64	93	46.4 (35.5,57.6)	35.4 (25.0,47.0)	60.0 (14.7,94.7)	30.0 (6.7,65.2)	190228_D00829_0224.lane2	40	0.21449695213953768	0.832880680789426	0.5207024292398652	0.41193768281946724
Cap.E.6835	1846491	1815114	914530	188	0.0001983	17.1	f	483	Rodentia	Muridae	Mus_fragilicauda	best	369	0.7639	32	11.5312	440	32	440	0.87	++	11	14	46.7 (21.3,73.4)	44.4 (13.7,78.8)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	190228_D00829_0224.lane2	40	0.026555615909228076	0.07725270082684531	0.0659395627124364	0.4027266001905046
Cap.E.6835	1846491	1815114	914530	213	0.0003807	26.4	f	1278	Rodentia	Sciuridae	Dremomys_pernyi	best	420	0.3286	38	11.0526	426	37	405	1.0	+	8	10	25.0 (3.2,65.1)	42.9 (17.7,71.1)	0.0 (0.0,84.2)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.025710664493934457	0.0917375822318788	0.07781026024902504	0.33042768924881744
Cap.E.6835	1846491	1815114	914530	233	0.0008842	17.6	f	599	Carnivora	Mustelidae	Martes_zibellina	best	172	0.2871	14	12.2857	507	13	471	0.35	-	1	1	N/A (N/A,N/A)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.03059931196813326	0.03379805661174482	0.02940275841910156	1.040695282122046
Cap.E.6835	1846491	1815114	914530	243	0.0004605	22.2	f	1535	Primates	Cercopithecidae	Trachypithecus_cristatus	best	329	0.2143	27	12.1851	545	25	535	0.68	-	1	9	0.0 (0.0,41.0)	16.7 (0.4,64.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.03289275152393023	0.06518196632265073	0.05593067332886803	0.5880986150573121
Cap.E.6835	1846491	1815114	914530	249	0.001238	31.9	f	1921	Carnivora	Felidae	Panthera_leo	best	1348	0.7017	70	19.2571	949	68	939	1.85	++	19	28	42.9 (21.8,66.0)	52.6 (28.9,75.6)	0.0 (0.0,70.8)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.05727563522240328	0.16899028305872413	0.13861904842609984	0.4131873351658296
Cap.E.6835	1846491	1815114	914530	268	0.005801	33.8	f	1876	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	1677	0.8939	73	22.9726	1430	72	1388	1.96	++	13	25	50.0 (15.7,84.3)	36.0 (18.0,57.5)	0.0 (0.0,97.5)	0.0 (0.0,84.2)	190228_D00829_0224.lane2	40	0.08630575170499125	0.17623272376124088	0.14411006788101888	0.5988877319539366
Cap.E.6835	1846491	1815114	914530	3920	0.05507	112.0	f	26660	Primates	Hominidae	Homo_sapiens	fixed	17962	0.6737	249	72.1365	7343	-	-	6.79	-	5	7	1.9 (0.0,10.3)	8.5 (2.4,20.4)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.443177017321504	0.60112257830889	0.41186057194302983	1.0760365218518804
Cap.E.6835	1846491	1815114	914530	557	0.004401	38.2	f	3210	Carnivora	Canidae	Canis_lupus_chanco	best	2884	0.8984	148	19.4864	1709	138	1648	3.76	++	27	48	56.5 (34.5,76.8)	55.2 (35.7,73.6)	66.7 (9.4,99.2)	40.0 (5.3,85.3)	190228_D00829_0224.lane2	40	0.10314442633834268	0.3572937413241596	0.27056890719014215	0.3812131534606007
Cap.E.6835	1846491	1815114	914530	928	0.01002	65.3	f	7937	Carnivora	Ursidae	Ursus_spelaeus	best	7291	0.9186	423	17.2364	2813	368	2796	10.03	++	76	119	51.8 (40.7,62.7)	50.0 (38.3,61.7)	75.0 (34.9,96.8)	50.0 (21.1,78.9)	190228_D00829_0224.lane2	40	0.16977488080149677	1.0211841390548615	0.5941231923205803	0.28575703321456725
Cap.E.6836	1603191	1572729	760766	1990	0.02796	216.0	f	33920	Primates	Hominidae	Homo_sapiens	fixed	15757	0.4645	102	154.4803	3765	-	-	68.45	-	3	6	10.3 (2.2,27.4)	0.0 (0.0,15.4)	N/A (N/A,N/A)	0.0 (0.0,84.2)	190228_D00829_0224.lane2	40	0.22723157704146296	0.24624298388556945	0.1954181317017052	1.1627967940473365
Cap.E.6836	1603191	1572729	760766	341	0.003682	48.6	f	1810	Carnivora	Ursidae	Ursus_spelaeus	best	1777	0.9817	53	33.5283	1332	47	1227	31.54	++	12	20	63.6 (30.8,89.1)	50.0 (21.1,78.9)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	190228_D00829_0224.lane2	40	0.08039109179793591	0.12794978574446256	0.10683117374037632	0.7525059304628092
Cap.E.6837	1806565	1778099	820253	265	0.002861	138.0	f	4678	Carnivora	Ursidae	Ursus_spelaeus	best	4636	0.991	57	81.3333	1181	52	1116	57.14	++	16	21	73.7 (48.8,90.9)	36.4 (10.9,69.2)	100.0 (15.8,100.0)	50.0 (6.8,93.2)	190228_D00829_0224.lane2	40	0.071277687247269	0.13760637334781822	0.11441463891645154	0.6229769889788122
Cap.E.6837	1806565	1778099	820253	785	0.01103	275.0	f	27843	Primates	Hominidae	Homo_sapiens	fixed	7637	0.2742	39	195.8205	1477	-	-	42.85	-	2	3	25.0 (3.2,65.1)	0.0 (0.0,28.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.08914237431347698	0.09415172913271773	0.07977399069789248	1.1174365671521056
Cap.E.6838	1575278	1551728	806707	176	0.0003335	46.3	f	2766	Primates	Cercopithecidae	Macaca_fascicularis	best	5	0.0018	4	1.25	126	4	126	0.77	-	1	1	0.0 (0.0,97.5)	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.0076045627376425855	0.009656587603355664	0.008490517081561122	0.895653664505008
Cap.E.6838	1575278	1551728	806707	364	0.00393	52.5	f	2896	Carnivora	Ursidae	Ursus_spelaeus	best	2586	0.8929	98	26.3877	1711	86	1692	16.63	++	23	30	55.0 (31.5,76.9)	57.7 (36.9,76.6)	100.0 (29.2,100.0)	75.0 (19.4,99.4)	190228_D00829_0224.lane2	40	0.10326513368338464	0.23658639628221378	0.1885283175204091	0.5477433578231858
Cap.E.6838	1575278	1551728	806707	5085	0.07144	129.0	f	41409	Primates	Hominidae	Homo_sapiens	fixed	26728	0.6454	427	62.5948	9659	-	-	82.59	-	6	12	7.7 (2.5,17.0)	1.1 (0.0,6.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.5829561228800773	1.0308407266582171	0.597569296289192	0.9755456421542068
Cap.E.6839	1524728	1503495	771374	10847	0.1524	277.0	f	137901	Primates	Hominidae	Homo_sapiens	fixed	125810	0.9123	1764	71.3208	15984	-	-	97.45	-	14	23	2.9 (1.4,5.5)	1.1 (0.4,2.6)	0.0 (0.0,97.5)	0.0 (0.0,45.9)	190228_D00829_0224.lane2	40	0.9646931015752308	4.258555133079848	0.9767233410546028	0.987683063387855
Cap.E.6839	1524728	1503495	771374	133	0.0002278	14.5	f	273	Artiodactyla	Bovidae	Gazella_spekei	best	137	0.5018	3	45.6666	175	3	175	0.16	-	1	1	100.0 (2.5,100.0)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.010561892691170258	0.007242440702516748	0.0063746701675790884	1.6568532039331147
Cap.E.6839	1524728	1503495	771374	227	0.002451	43.4	f	1255	Carnivora	Ursidae	Ursus_spelaeus	best	1226	0.9768	43	28.5116	1028	40	980	2.2	++	12	15	60.0 (32.3,83.7)	40.0 (12.2,73.8)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	190228_D00829_0224.lane2	40	0.062043575351560146	0.1038083167360734	0.08758718534876886	0.7083636162585312
Cap.E.6839	1524728	1503495	771374	361	0.0006841	7.04	f	545	Primates	Cercopithecidae	Trachypithecus_shortridgei	best	3	0.0055	3	1.0	116	3	116	0.16	-	1	1	N/A (N/A,N/A)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.007001026012432856	0.007242440702516748	0.0063746701675790884	1.0982569808928073
Cap.E.6840	1683512	1660517	790470	1260	0.0177	229.0	f	26202	Primates	Hominidae	Homo_sapiens	fixed	12429	0.4743	77	161.4155	2584	-	-	49.04	-	1	3	12.5 (0.3,52.7)	0.0 (0.0,30.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.15595388979419397	0.18588931136459655	0.15137701596961128	1.030234932266742
Cap.E.6840	1683512	1660517	790470	165	0.0006261	56.7	f	1269	Carnivora	Mustelidae	Martes_foina	best	997	0.7856	17	58.647	554	17	554	10.82	-	1	5	50.0 (1.3,98.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.03343593457661899	0.04104049731426157	0.03558999569974186	0.9394756565497844
Cap.E.6840	1683512	1660517	790470	348	0.003757	58.9	f	2660	Carnivora	Ursidae	Ursus_spelaeus	best	2328	0.8751	73	31.8904	1489	63	1395	40.12	++	14	17	80.0 (44.4,97.5)	42.9 (17.7,71.1)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.08986661838372866	0.17623272376124088	0.14411006788101888	0.6235970859296586
Cap.E.6841	1751050	1723599	895166	148	0.002216	10.1	f	657	Primates	Hylobatidae	Nomascus_siki	best	3	0.0045	3	1.0	140	3	140	0.15	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.008449514152936205	0.007242440702516748	0.0063746701675790884	1.3254825631464917
Cap.E.6841	1751050	1723599	895166	179	0.0003066	20.1	f	441	Artiodactyla	Bovidae	Ammotragus_lervia	best	240	0.5442	13	18.4615	400	13	400	0.66	-	1	2	100.0 (2.5,100.0)	0.0 (0.0,70.8)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.02414146900838916	0.03138390971090591	0.02733153750422579	0.8832825085181027
Cap.E.6841	1751050	1723599	895166	261	0.0004946	20.6	f	1432	Primates	Cercopithecidae	Macaca_tonkeana	best	244	0.1703	10	24.4	356	10	356	0.51	+	3	5	100.0 (15.8,100.0)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.02148590741746635	0.02414146900838916	0.021091317529295606	1.018708641014136
Cap.E.6841	1751050	1723599	895166	704	0.007601	67.0	f	6328	Carnivora	Ursidae	Ursus_spelaeus	best	6148	0.9715	285	21.5719	2549	244	2522	12.52	++	48	91	51.0 (36.6,65.2)	47.8 (32.9,63.1)	0.0 (0.0,70.8)	0.0 (0.0,70.8)	190228_D00829_0224.lane2	40	0.15384151125595993	0.6880318667390911	0.45530656018464344	0.33788555823481126
Cap.E.6841	1751050	1723599	895166	9327	0.131	204.0	f	94505	Primates	Hominidae	Homo_sapiens	fixed	74113	0.7842	1678	44.1674	14954	-	-	86.13	-	6	14	0.4 (0.0,2.0)	1.5 (0.5,3.5)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.9025288188786288	4.050938499607701	0.9720399534056577	0.9284894265060932
Cap.E.6842	1902133	1873384	961858	129	0.0004895	11.0	f	287	Carnivora	Mustelidae	Mustela_altaica	best	154	0.5365	8	19.25	322	8	322	1.81	+	3	7	25.0 (0.6,80.6)	100.0 (15.8,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.019433882551753275	0.019313175206711327	0.01690894528280984	1.1493255331253787
Cap.E.6842	1902133	1873384	961858	148	0.0002804	52.3	f	3130	Primates	Cercopithecidae	Trachypithecus_cristatus	best	197	0.0629	6	32.8333	175	6	175	1.36	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.010561892691170258	0.014484881405033496	0.012708703915412789	0.8310755181227463
Cap.E.6842	1902133	1873384	961858	2567	0.03606	104.0	f	25466	Primates	Hominidae	Homo_sapiens	fixed	8221	0.3228	130	63.2384	4627	-	-	29.47	-	0	3	0.0 (0.0,15.4)	0.0 (0.0,24.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.2792564427545416	0.3138390971090591	0.2420364054166383	1.1537786733935054
Cap.E.6842	1902133	1873384	961858	882	0.009523	62.9	f	7485	Carnivora	Ursidae	Ursus_spelaeus	best	7232	0.9661	346	20.9017	2801	297	2728	67.34	++	49	88	56.2 (43.3,68.6)	34.7 (21.7,49.6)	100.0 (39.8,100.0)	57.1 (18.4,90.1)	190228_D00829_0224.lane2	40	0.1690506367312451	0.835294827690265	0.521723055682775	0.3240237035528549
Cap.E.6843	1658713	1632529	860846	1168	0.03484	104.0	f	12857	Carnivora	Hyaenidae	Crocuta_crocuta	best	12178	0.9471	671	18.149	4270	664	4165	34.06	++	102	185	50.7 (42.0,59.5)	27.0 (20.1,34.8)	63.6 (30.8,89.1)	33.3 (14.6,57.0)	190228_D00829_0224.lane2	40	0.2577101816645543	1.6198925704629126	0.7607784429975779	0.33874537854823883
Cap.E.6843	1658713	1632529	860846	133	0.0006614	16.7	f	688	Carnivora	Felidae	Panthera_uncia	best	560	0.8139	25	22.4	579	24	541	1.23	++	10	14	85.7 (42.1,99.6)	44.4 (13.7,78.8)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.03494477638964331	0.0603536725209729	0.05189715169264941	0.6733467107520046
Cap.E.6843	1658713	1632529	860846	138	0.0005237	11.4	f	390	Carnivora	Mustelidae	Mustela_erminea	best	219	0.5615	11	19.909	289	11	289	0.56	-	2	4	25.0 (0.6,80.6)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.01744221135856117	0.026555615909228076	0.023175826501329433	0.7526036388631332
Cap.E.6843	1658713	1632529	860846	151	0.003268	33.9	f	572	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	484	0.8461	19	25.4736	599	19	599	0.97	-	2	4	33.3 (0.8,90.6)	20.0 (0.5,71.6)	0.0 (0.0,97.5)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.03615184984006277	0.0458687911159394	0.03969289300194445	0.9107889877991958
Cap.E.6843	1658713	1632529	860846	165	0.001304	31.9	f	714	Carnivora	Canidae	Canis_lupus	best	695	0.9733	27	25.7407	683	23	601	1.18	-	3	6	50.0 (1.3,98.7)	28.6 (3.7,71.0)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.04122155833182449	0.06518196632265073	0.05593067332886803	0.7370116588699892
Cap.E.6843	1658713	1632529	860846	175	0.0003128	21.1	f	1005	Rodentia	Sciuridae	Tamias_striatus	best	452	0.4497	23	19.6521	507	20	463	1.02	-	2	8	0.0 (0.0,97.5)	50.0 (6.8,93.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.03059931196813326	0.05552537871929507	0.047846396897455956	0.6395322104131159
Cap.E.6843	1658713	1632529	860846	334	0.0006329	33.3	f	3742	Primates	Cercopithecidae	Trachypithecus_cristatus	best	96	0.0256	13	7.3846	362	12	319	0.61	+	5	9	66.7 (9.4,99.2)	75.0 (19.4,99.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.02184802945259219	0.03138390971090591	0.02733153750422579	0.799370670208883
Cap.E.6843	1658713	1632529	860846	428	0.000722	47.9	f	2827	Rodentia	Cricetidae	Microtus_rossiaemeridionalis	best	2059	0.7283	83	24.8072	1335	83	1335	4.25	+	10	22	50.0 (23.0,77.0)	30.8 (9.1,61.4)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	190228_D00829_0224.lane2	40	0.08057215281549883	0.20037419276963003	0.16216191420946757	0.496862368752149
Cap.E.6843	1658713	1632529	860846	718	0.00123	30.2	f	3841	Artiodactyla	Bovidae	Bos_mutus	best	3241	0.8437	150	21.6066	2506	140	2454	7.18	++	27	45	56.2 (37.7,73.6)	28.6 (14.6,46.3)	100.0 (2.5,100.0)	20.0 (0.5,71.6)	190228_D00829_0224.lane2	40	0.1512463033375581	0.3621220351258374	0.2736721318036234	0.5526551145006121
Cap.E.6843	1658713	1632529	860846	7525	0.1057	95.9	f	40522	Primates	Hominidae	Homo_sapiens	fixed	29916	0.7382	686	43.6093	13425	-	-	35.19	-	7	16	3.1 (0.9,7.7)	2.1 (0.4,6.1)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.8102480535940612	1.6561047739754964	0.7683066422517881	1.0545894165633518
Cap.E.6843	1658713	1632529	860846	791	0.00854	51.9	f	5412	Carnivora	Ursidae	Ursus_spelaeus	best	5234	0.9671	323	16.2043	2817	267	2808	13.69	++	53	86	53.7 (39.6,67.4)	43.1 (30.8,56.0)	57.1 (18.4,90.1)	40.0 (12.2,73.8)	190228_D00829_0224.lane2	40	0.17001629549158065	0.7797694489709699	0.497689298492613	0.3416113145420669
Cap.E.6844	1666983	1639980	782038	1534	0.02155	164.0	f	22199	Primates	Hominidae	Homo_sapiens	fixed	11321	0.5099	82	138.0609	3152	-	-	34.59	-	2	5	7.1 (0.2,33.9)	5.3 (0.1,26.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.1902347757861066	0.19796004586879112	0.16037399673739416	1.1861946428734842
Cap.E.6844	1666983	1639980	782038	177	0.00528	70.6	f	1449	Carnivora	Hyaenidae	Crocuta_crocuta	best	1438	0.9924	27	53.2592	783	27	783	11.39	+	6	8	50.0 (18.7,81.3)	16.7 (0.4,64.1)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.047256925583921784	0.06518196632265073	0.05593067332886803	0.8449196616327989
Cap.E.6844	1666983	1639980	782038	348	0.00176	44.3	f	1668	Artiodactyla	Cervidae	Capreolus_pygargus	best	1657	0.9934	44	37.659	1494	44	1494	18.56	-	4	9	33.3 (4.3,77.7)	33.3 (4.3,77.7)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.09016838674633351	0.1062224636369123	0.08953009660535183	1.0071293360018951
Cap.E.6844	1666983	1639980	782038	417	0.004502	52.1	f	3172	Carnivora	Ursidae	Ursus_spelaeus	best	2999	0.9454	92	32.5978	1693	84	1616	35.44	++	17	29	73.3 (44.9,92.2)	47.1 (23.0,72.2)	100.0 (15.8,100.0)	50.0 (6.8,93.2)	190228_D00829_0224.lane2	40	0.10217876757800712	0.22210151487718027	0.17808281537805914	0.5737710702803508
Cap.E.6845	1737239	1713285	868027	129	0.0006415	21.4	f	653	Carnivora	Felidae	Panthera_onca	best	531	0.8131	26	20.423	816	23	747	2.07	+	4	9	33.3 (0.8,90.6)	44.4 (13.7,78.8)	100.0 (2.5,100.0)	100.0 (2.5,100.0)	190228_D00829_0224.lane2	40	0.049248596777113886	0.06276781942181182	0.05391606206610666	0.9134308940576932
Cap.E.6845	1737239	1713285	868027	158	0.0002824	27.8	f	841	Rodentia	Sciuridae	Dremomys_rufigenis	best	192	0.2282	25	7.68	558	24	522	2.16	+	5	7	33.3 (4.3,77.7)	60.0 (14.7,94.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.03367734926670288	0.0603536725209729	0.05189715169264941	0.648924809325766
Cap.E.6845	1737239	1713285	868027	172	0.0003259	24.1	f	1328	Primates	Cercopithecidae	Macaca_tonkeana	best	130	0.0978	12	10.8333	322	12	322	1.08	-	4	5	66.7 (9.4,99.2)	33.3 (4.3,77.7)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.019433882551753275	0.028969762810066992	0.025255896675616007	0.7694790171721064
Cap.E.6845	1737239	1713285	868027	184	0.0003104	27.6	f	1219	Rodentia	Cricetidae	Ondatra_zibethicus	best	969	0.7949	39	24.8461	573	39	573	3.51	++	12	16	71.4 (29.0,96.3)	63.6 (30.8,89.1)	0.0 (0.0,84.2)	0.0 (0.0,84.2)	190228_D00829_0224.lane2	40	0.034582654354517475	0.09415172913271773	0.07977399069789248	0.43350788962637543
Cap.E.6845	1737239	1713285	868027	238	0.001881	43.0	f	1542	Carnivora	Canidae	Vulpes_vulpes	best	818	0.5304	39	20.9743	843	32	706	2.88	-	6	6	27.3 (6.0,61.0)	30.0 (6.7,65.2)	N/A (N/A,N/A)	0.0 (0.0,84.2)	190228_D00829_0224.lane2	40	0.050878145935180155	0.09415172913271773	0.07977399069789248	0.6377786229581753
Cap.E.6845	1737239	1713285	868027	274	0.005868	60.5	f	4316	Perissodactyla	Equidae	Equus_przewalskii	best	4235	0.9812	121	35.0	1318	121	1318	10.91	++	30	34	87.0 (66.4,97.2)	42.3 (23.4,63.1)	100.0 (2.5,100.0)	25.0 (0.6,80.6)	190228_D00829_0224.lane2	40	0.07954614038264228	0.29211177500150887	0.22735431371137393	0.3498774185724315
Cap.E.6845	1737239	1713285	868027	355	0.000608	18.4	f	918	Artiodactyla	Bovidae	Bison_bonasus	best	724	0.7886	53	13.6603	1746	46	1605	4.14	+	9	13	62.5 (24.5,91.5)	28.6 (8.4,58.1)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.10537751222161869	0.12794978574446256	0.10683117374037632	0.9863929088498985
Cap.E.6845	1737239	1713285	868027	4217	0.05924	103.0	f	37415	Primates	Hominidae	Homo_sapiens	fixed	17320	0.4629	320	54.125	7951	-	-	28.85	-	2	4	1.6 (0.0,8.4)	1.8 (0.0,9.4)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.47987205021425555	0.7725270082684531	0.4944666903850933	0.9704840781904412
Cap.E.6845	1737239	1713285	868027	610	0.0182	2.11	f	146	Carnivora	Hyaenidae	Crocuta_crocuta	best	139	0.952	70	1.9857	2580	68	2472	6.13	-	6	8	23.1 (5.0,53.8)	15.8 (3.4,39.6)	0.0 (0.0,97.5)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.1557124751041101	0.16899028305872413	0.13861904842609984	1.1233122494497791
Cap.E.6845	1737239	1713285	868027	860	0.009285	80.7	f	10401	Carnivora	Ursidae	Ursus_spelaeus	best	10040	0.9652	520	19.3076	2737	424	2660	38.23	++	94	150	57.0 (46.3,67.2)	48.4 (38.0,58.9)	45.5 (16.7,76.6)	50.0 (18.7,81.3)	190228_D00829_0224.lane2	40	0.16518800168990283	1.2553563884362364	0.6699396264122948	0.24657147476785124
Cap.E.6846	1770577	1749972	975333	130	0.0009484	29.0	f	412	Rodentia	Spalacidae	Rhizomys_sinensis	best	45	0.1092	14	3.2142	280	14	280	0.06	-	1	4	33.3 (0.8,90.6)	0.0 (0.0,60.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	190228_D00829_0224.lane2	40	0.01689902830587241	0.03379805661174482	0.02940275841910156	0.5747429565960017
Cap.E.6846	1770577	1749972	975333	135	0.001492	26.9	f	1009	Carnivora	Phocidae	Monachus_monachus	best	473	0.4687	90	5.2555	503	90	503	0.41	++	24	40	58.3 (27.7,84.8)	56.7 (37.4,74.5)	0.0 (0.0,84.2)	0.0 (0.0,70.8)	190228_D00829_0224.lane2	40	0.03035789727804937	0.21727322107550245	0.17457118688458584	0.1738998159995319
Cap.E.6846	1770577	1749972	975333	146	0.0007372	10.7	f	575	Primates	Cheirogaleidae	Microcebus_tanosi	best	320	0.5565	46	6.9565	607	31	573	0.14	++	13	22	42.9 (9.9,81.6)	84.6 (54.6,98.1)	50.0 (1.3,98.7)	50.0 (1.3,98.7)	190228_D00829_0224.lane2	40	0.03663467922023055	0.11105075743859014	0.09340351609884301	0.3922194875561472
Cap.E.6846	1770577	1749972	975333	165	0.001392	27.1	f	207	Dasyuromorphia	Dasyuridae	Sminthopsis_crassicaudata	best	90	0.4347	15	6.0	114	15	114	0.06	-	1	4	33.3 (0.8,90.6)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	190228_D00829_0224.lane2	40	0.006880318667390911	0.03621220351258374	0.031469568832101724	0.21863403035800036
Cap.E.6846	1770577	1749972	975333	186	0.003626	14.5	f	280	Carnivora	Eupleridae	Eupleres_goudotii	best	107	0.3821	25	4.28	401	25	401	0.11	+	8	14	63.6 (30.8,89.1)	23.1 (5.0,53.8)	100.0 (15.8,100.0)	50.0 (6.8,93.2)	190228_D00829_0224.lane2	40	0.02420182268091013	0.0603536725209729	0.05189715169264941	0.4663420224724591
Cap.E.6846	1770577	1749972	975333	210	0.000654	67.0	f	2685	Chiroptera	Pteropodidae	Pteropus_scapulatus	best	1945	0.7243	279	6.9713	476	275	425	1.25	++	44	58	40.0 (28.9,52.0)	23.5 (14.1,35.4)	66.7 (9.4,99.2)	22.2 (2.8,60.0)	190228_D00829_0224.lane2	40	0.0287283481199831	0.6735469853340575	0.4482951060386038	0.06408356400283619
