DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N-HST_support	N-HST_support_deam	N_support	N_support_deam	HST_support	HST_support_deam	D-S_support	D-S_support_deam	D_support	D_support_deam	S_support	S_support_deam	H_der	H_deam_der	N-HST_der	N-HST_deam_der	N_der	N_deam_der	HST_der	HST_deam_der	D-S_der	D-S_deam_der	D_der	D_deam_der	S_der	S_deam_der	
588	passed			160801	D5350	D2488	Lib.E.6226	Cap.H.1926	341	34	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	12.6	0.000587	2138593	2095567	12939	2.4	8163	63.1	132	61.84	55.6	39.1	38.1-72.1	25.1-54.6	5.3-85.3	3.7-71.0	++	56	28.6% (2 / 7)	0.0% (0 / 2)	^^100.0% (2 / 2)	NA% (0 / 0)	20.0% (1 / 5)	NA% (0 / 0)	0.0% (0 / 7)	0.0% (0 / 2)	3.0% (1 / 33)	7.1% (1 / 14)	0.0% (0 / 26)	0.0% (0 / 17)	0.0% (0 / 16)	0.0% (0 / 1)	(6452:1)(12474:1)		(11458:1)(15479:1)		(10256:1)				(8140:1)	(8140:1)					
589	passed			160801	D5351	D2489	Lib.E.6227	Cap.H.1927	342	35	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	3.3	0.000163	2014853	1977825	11399	2.5	7063	62.0	143	49.39	41.0	25.0	25.6-57.9	13.2-40.3	6.8-93.2	6.8-93.2	++	45	^40.0% (2 / 5)	^50.0% (2 / 4)	^^^55.6% (5 / 9)	^66.7% (2 / 3)	^66.7% (2 / 3)	0.0% (0 / 1)	0.0% (0 / 7)	0.0% (0 / 1)	2.5% (1 / 40)	0.0% (0 / 10)	0.0% (0 / 25)	0.0% (0 / 6)	0.0% (0 / 17)	0.0% (0 / 6)	(8503:1)(15148:1)	(8503:1)(15148:1)	(4532:1)(11458:1)(12070:1)(15226:1)(16139:1)	(4532:1)(16139:1)	(9456:1)(15232:1)				(2955:1)						
590	passed			160801	D5352	D2490	Lib.E.6228	Cap.H.1928	343	36	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	1.1	0.000048	2367994	2324870	17618	3.0	11793	66.9	169	69.78	32.0	24.4	19.5-46.7	12.4-40.3	9.4-99.2	3.2-65.1	++	46	^^^66.7% (4 / 6)	0.0% (0 / 1)	^^^33.3% (5 / 15)	^^100.0% (2 / 2)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 10)	0.0% (0 / 3)	0.0% (0 / 36)	0.0% (0 / 11)	0.0% (0 / 21)	0.0% (0 / 9)	0.0% (0 / 26)	0.0% (0 / 6)	(2523:1)(6452:1)(8065:1)(13359:1)		(8764:1)(10373:1)(11458:1)(13707:1)(16139:1)	(8764:1)(11458:1)											
591	passed			160801	D5353	D2491	Lib.E.6229	Cap.H.1929	344	37	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	1.0	0.000044	2322895	2226239	807880	90.9	780503	96.6	1187	657.54	29.5	14.5	24.3-35.2	10.5-19.3	13.9-68.4	12.8-64.9	++	153	^^^77.4% (89 / 115)	14.3% (2 / 14)	^^^17.7% (20 / 113)	^^^57.1% (4 / 7)	7.9% (3 / 38)	NA% (0 / 0)	0.0% (0 / 89)	0.0% (0 / 6)	0.6% (2 / 342)	0.0% (0 / 27)	0.3% (1 / 311)	0.0% (0 / 35)	0.5% (1 / 192)	0.0% (0 / 32)	(2523:3)(4904:1)(4940:4)(5387:1)(5580:3)(5821:1)(5840:5)(6266:1)(8021:6)(8065:10)(9325:2)(10307:2)(10324:2)(11590:6)(12474:3)(13095:2)(13359:3)(13656:10)(13889:5)(15148:5)(15355:1)(15443:2)(15649:4)(15667:7)	(5580:1)(5840:1)	(547:5)(3399:1)(4532:7)(6156:1)(8764:1)(11527:1)(13801:2)(15479:1)(15850:1)	(3399:1)(13801:2)(15479:1)	(1406:1)(3808:1)(7746:1)				(9060:1)(12756:1)		(15562:1)		(12768:1)		
592	passed			160801	D5354	D2492	Lib.E.6230	Cap.H.1930	345	38	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	8.5	0.000328	2605281	2506028	890436	91.0	856091	96.1	976	877.14	27.3	19.5	21.5-33.8	14.9-24.9	57.2-98.2	30.6-73.2	++	157	^^^65.1% (71 / 109)	14.3% (2 / 14)	^^^26.0% (13 / 50)	^^100.0% (2 / 2)	^^^21.4% (9 / 42)	^^^100.0% (3 / 3)	2.1% (2 / 96)	6.7% (1 / 15)	0.4% (1 / 280)	2.6% (1 / 38)	0.0% (0 / 270)	0.0% (0 / 37)	0.6% (1 / 164)	4.3% (1 / 23)	(4904:4)(5580:2)(5821:2)(5840:5)(6452:8)(6641:2)(8021:1)(8503:2)(9325:4)(9869:1)(10307:1)(10324:4)(10750:4)(13095:5)(13656:5)(13889:9)(15148:5)(15355:7)	(6641:1)(13889:1)	(6410:1)(7424:4)(10532:2)(12070:1)(13801:1)(15226:1)(15671:1)(15850:2)	(10532:1)(12070:1)	(438:2)(3918:1)(8986:1)(10256:1)(15232:1)(15789:2)(16400:1)	(438:1)(3918:1)(16400:1)	(789:1)(11233:1)	(789:1)	(9899:1)	(9899:1)			(5601:1)	(5601:1)	
593	passed			160801	D5355	D2493	Lib.E.6231	Cap.H.1931	346	39	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	0	0	2182420	2079874	847095	96.9	821628	97.0	2152	381.80	11.0	9.4	8.6-13.9	6.9-12.5	21.3-73.4	19.8-70.1	+	165	^^^92.0% (229 / 249)	^^^44.4% (8 / 18)	3.0% (6 / 200)	20.0% (2 / 10)	^12.3% (28 / 227)	^^^61.5% (8 / 13)	0.5% (1 / 218)	0.0% (0 / 18)	1.9% (16 / 848)	0.0% (0 / 34)	0.3% (2 / 624)	0.0% (0 / 38)	1.0% (4 / 403)	5.4% (2 / 37)	(2056:4)(2523:13)(2831:7)(4904:10)(4940:8)(5387:1)(5580:4)(5821:8)(5840:8)(6266:3)(6452:5)(6641:7)(7868:19)(7891:10)(8021:19)(8065:13)(8461:5)(8503:9)(9325:7)(9869:5)(11590:4)(12474:2)(13359:23)(13656:14)(13889:1)(15148:2)(15355:5)(15443:3)(15649:7)(15667:3)	(2831:1)(6266:1)(7868:1)(8065:2)(9869:1)(11590:1)(15649:1)	(417:1)(3414:1)(5673:1)(6156:1)(10532:1)(13801:1)	(5673:1)(10532:1)	(1406:2)(7127:6)(7746:2)(8986:18)	(7127:1)(7746:2)(8986:5)	(11233:1)		(1761:2)(9060:4)(9075:5)(9527:1)(9530:1)(11147:1)(14311:1)(14956:1)		(3957:1)(5447:1)		(5601:3)(7912:1)	(5601:2)	
594	passed			160801	D5356	D2494	Lib.E.6232	Cap.H.1932	347	40	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	5.2	0.000235	2204871	2117618	785291	90.0	746570	95.1	1023	729.78	28.6	23.9	23.0-34.7	18.6-30.0	39.0-94.0	28.9-82.3	++	165	^^^79.7% (102 / 128)	^^^40.0% (6 / 15)	^14.0% (12 / 86)	11.1% (1 / 9)	^14.5% (9 / 62)	0.0% (0 / 4)	1.9% (2 / 104)	9.1% (1 / 11)	0.4% (1 / 283)	2.1% (1 / 47)	1.5% (5 / 342)	2.2% (1 / 45)	0.6% (1 / 167)	0.0% (0 / 25)	(2056:1)(2523:2)(2831:6)(4940:5)(5387:1)(5580:8)(5821:4)(5840:3)(6266:9)(6452:10)(6641:1)(7868:1)(8461:2)(9869:3)(10307:1)(10324:1)(10750:2)(11590:6)(12474:1)(13359:7)(13656:1)(13889:14)(15148:2)(15355:5)(15649:3)(15667:3)	(2831:1)(4940:1)(6266:2)(11590:1)(15355:1)	(417:2)(547:1)(4532:3)(7106:1)(10373:1)(12070:3)(15629:1)	(12070:1)	(438:2)(3808:1)(3918:4)(6200:1)(7127:1)		(9410:1)(14215:1)	(9410:1)	(2955:1)	(2955:1)	(2404:2)(5539:1)(9932:1)(14662:1)	(2404:1)	(14218:1)		
595	passed			160801	D5357	D2495	Lib.E.6233	Cap.H.1933	348	41	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	9.2	0.000419	2186113	2106788	755609	90.4	727082	96.2	876	830.00	21.9	16.1	16.4-28.3	11.3-21.9	14.7-94.7	8.5-75.5	++	121	^^^74.2% (66 / 89)	20.0% (1 / 5)	^^^28.0% (33 / 118)	^^^75.0% (12 / 16)	^^^28.1% (18 / 64)	^^^60.0% (6 / 10)	0.0% (0 / 87)	0.0% (0 / 11)	0.7% (2 / 273)	0.0% (0 / 30)	0.3% (1 / 290)	2.8% (1 / 36)	1.2% (2 / 169)	0.0% (0 / 9)	(2831:1)(4904:4)(4940:4)(5387:3)(5821:3)(5840:1)(6266:2)(6452:2)(7868:3)(7891:3)(8021:2)(8461:4)(8503:4)(9325:2)(9869:9)(10307:1)(11590:4)(13095:1)(13359:1)(13656:5)(13889:2)(15148:2)(15355:3)	(5821:1)	(417:2)(547:1)(6260:4)(7106:3)(8365:1)(8764:7)(12070:2)(13801:1)(15226:3)(15479:4)(15629:2)(15671:1)(15850:2)	(547:1)(6260:1)(8365:1)(8764:4)(12070:1)(15226:1)(15629:1)(15671:1)(15850:1)	(6200:2)(7127:2)(8386:1)(8986:2)(9027:3)(15232:3)(15789:5)	(8386:1)(8986:1)(15232:1)(15789:3)			(11016:2)		(6917:1)	(6917:1)	(7094:1)(11253:1)		
596	passed			160801	D5358	D2496	Lib.E.6234	Cap.H.1934	349	42	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	15.0	0.000772	1945709	1855475	673389	93.8	656214	97.4	1081	607.04	23.1	18.2	18.2-28.7	14.0-23.0	32.3-83.7	27.8-77.0	++	161	^^^84.2% (112 / 133)	^^^63.6% (7 / 11)	^11.4% (12 / 105)	^^40.0% (4 / 10)	6.4% (3 / 47)	100.0% (1 / 1)	0.0% (0 / 105)	0.0% (0 / 9)	0.6% (2 / 339)	0.0% (0 / 40)	0.7% (2 / 293)	0.0% (0 / 36)	0.9% (2 / 211)	0.0% (0 / 23)	(2523:5)(4904:1)(4940:4)(5387:11)(5580:5)(5840:2)(6266:9)(6452:9)(6641:1)(8021:6)(8065:6)(8461:1)(8503:2)(9325:4)(9869:1)(10307:8)(10324:8)(10750:2)(11590:1)(13095:1)(13359:12)(13656:4)(13889:1)(15355:7)(15443:1)	(5387:1)(8021:1)(8065:1)(9325:2)(15355:2)	(417:2)(3399:1)(3414:2)(5673:2)(11527:4)(13801:1)	(417:1)(11527:3)	(1406:1)(7746:1)(9027:1)	(9027:1)			(2955:1)(7316:1)		(8784:1)(9932:1)		(11253:1)(13365:1)		
597	passed			160801	D5359	D2497	Lib.E.6235	Cap.H.1935	350	43	SP3609	E3614	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	18.9	0.000782	2412954	2330962	868999	90.5	835637	96.2	1179	708.77	24.1	15.7	19.6-29.0	11.8-20.3	32.9-81.6	25.7-70.2	++	190	^^^69.7% (69 / 99)	^26.3% (5 / 19)	^^^16.9% (25 / 148)	^^^64.3% (9 / 14)	11.8% (6 / 51)	^37.5% (3 / 8)	0.0% (0 / 124)	0.0% (0 / 14)	1.4% (6 / 426)	3.2% (2 / 62)	0.6% (2 / 310)	0.0% (0 / 46)	0.0% (0 / 214)	0.0% (0 / 23)	(2056:1)(2831:1)(4904:3)(4940:6)(5580:4)(5821:1)(5840:1)(6266:12)(6452:6)(8021:2)(8065:2)(8503:2)(9325:6)(9869:1)(10307:3)(10324:1)(10750:3)(13656:1)(13889:2)(15443:5)(15649:3)(15667:3)	(6452:1)(8021:1)(8065:1)(15649:1)(15667:1)	(547:2)(3399:1)(3414:1)(4204:4)(4532:2)(5673:1)(6260:3)(6410:7)(15671:2)(15850:2)	(547:1)(4204:4)(4532:1)(15671:1)(15850:2)	(3808:1)(3918:1)(9027:3)(11950:1)	(3808:1)(9027:1)(11950:1)			(750:2)(8152:2)(8545:2)	(8152:2)	(4092:1)(9932:1)				
599	passed			160812	L5760	D2639	Lib.E.6203	Cap.H.1996	461	61	SP3833	E4273	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0	0	1897667	1875021	5659	0.9	4444	78.5	676	6.57	25.0	35.4	18.7-32.3	25.9-45.8	21.2-86.3	29.0-96.3	++	108	^^^55.0% (33 / 60)	0.0% (0 / 9)	^^^24.5% (12 / 49)	^^^80.0% (4 / 5)	^^^34.9% (15 / 43)	^^^100.0% (4 / 4)	1.8% (1 / 57)	14.3% (1 / 7)	4.5% (10 / 223)	8.1% (3 / 37)	0.6% (1 / 167)	0.0% (0 / 16)	2.0% (2 / 99)	0.0% (0 / 9)	(2523:1)(6266:1)(6452:3)(6641:1)(7868:1)(7891:2)(8021:1)(8065:2)(9325:1)(9869:4)(10307:2)(10324:1)(10750:3)(12474:1)(13095:2)(13359:1)(13656:1)(13889:2)(15355:2)(15649:1)		(3414:1)(4532:1)(6156:3)(6260:1)(7424:1)(8365:1)(10373:2)(15479:1)(15850:1)	(4532:1)(6156:1)(10373:1)(15479:1)	(1406:2)(3808:1)(3918:2)(6200:1)(7127:1)(7746:2)(7861:1)(8386:1)(9027:1)(9456:1)(11383:1)(15789:1)	(3918:1)(7746:2)(11383:1)	(14446:1)	(14446:1)	(2955:9)(9168:1)	(2955:2)(9168:1)	(9966:1)		(6614:1)(15326:1)		
600	passed			160812	L5761	D2640	Lib.E.6204	Cap.H.1997	462	62	SP3833	E4274	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0	0	1835407	1812931	5779	0.6	4113	71.2	243	16.93	35.3	58.8	22.4-49.9	40.7-75.4	0.6-80.6	2.5-100.0	++	56	^^^32.0% (8 / 25)	0.0% (0 / 5)	^^^71.4% (15 / 21)	^^^100.0% (4 / 4)	^42.9% (3 / 7)	0.0% (0 / 1)	0.0% (0 / 18)	0.0% (0 / 5)	5.1% (4 / 79)	4.3% (1 / 23)	0.0% (0 / 65)	0.0% (0 / 11)	5.7% (2 / 35)	7.7% (1 / 13)	(2056:1)(5580:1)(6266:1)(7868:1)(8021:1)(9869:1)(12474:1)(15148:1)		(5673:1)(6156:2)(6410:1)(7106:1)(7424:1)(8764:2)(10532:1)(15479:1)(15629:3)(15671:1)(16037:1)	(6156:1)(6410:1)(7106:1)(16037:1)	(6200:1)(8386:1)(15789:1)				(2955:2)(9168:1)(14839:1)	(9168:1)			(7774:1)(10601:1)	(7774:1)	
601	passed			160812	L5762	D2641	Lib.E.6205	Cap.H.1998	463	63	SP3833	E4275	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0.5	0.000028	1814493	1795000	4667	0.6	3327	71.3	378	8.80	48.3	57.8	37.6-59.2	42.2-72.3	8.5-75.5	14.7-94.7	++	99	^^^22.2% (8 / 36)	20.0% (2 / 10)	^^^82.8% (24 / 29)	^^^100.0% (8 / 8)	^^^56.2% (9 / 16)	^^^100.0% (6 / 6)	2.6% (1 / 39)	11.1% (1 / 9)	^10.2% (11 / 108)	^17.2% (5 / 29)	0.0% (0 / 64)	0.0% (0 / 22)	0.0% (0 / 48)	0.0% (0 / 15)	(7891:1)(8021:1)(8065:2)(10750:2)(12474:1)(15148:1)	(8021:1)(10750:1)	(417:2)(3399:1)(4204:1)(4532:1)(6156:2)(6410:1)(7106:2)(8764:2)(10373:1)(11458:1)(11527:1)(12070:2)(13801:2)(15479:2)(15671:1)(15850:1)(16139:1)	(6156:2)(7106:1)(11527:1)(13801:1)(15479:1)(15671:1)(15850:1)	(438:1)(3808:1)(3918:3)(6200:1)(7127:1)(7861:2)	(3808:1)(3918:3)(6200:1)(7861:1)	(11074:1)	(11074:1)	(2955:10)(12064:1)	(2955:5)					
602	passed			160812	L5763	D2642	Lib.E.6206	Cap.H.1999	464	64	SP3833	E4276	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0	0	1756791	1727134	4264	0.4	3304	77.5	256	12.91	52.9	89.3	38.5-67.1	71.8-97.7	3.7-71.0	15.8-100.0	++	76	10.3% (3 / 29)	20.0% (1 / 5)	^^^88.9% (16 / 18)	^^100.0% (2 / 2)	^^^100.0% (12 / 12)	^^100.0% (2 / 2)	3.7% (1 / 27)	0.0% (0 / 10)	3.9% (3 / 77)	2.6% (1 / 39)	0.0% (0 / 59)	0.0% (0 / 14)	3.1% (1 / 32)	14.3% (1 / 7)	(5387:1)(5580:1)(9325:1)	(5580:1)	(3399:2)(3414:1)(4532:1)(5673:1)(6156:2)(6260:1)(7424:1)(11458:1)(11527:1)(13707:1)(15226:1)(15629:1)(15671:1)(15850:1)	(5673:1)(6156:1)	(438:1)(1406:1)(3808:2)(6200:1)(8986:1)(9027:1)(10256:1)(11383:1)(15232:1)(15789:2)	(10256:1)(11383:1)	(11074:1)		(2955:2)(4991:1)	(2955:1)			(5601:1)	(5601:1)	
603	passed			160812	L5764	D2643	Lib.E.6207	Cap.H.2000	465	65	SP3833	E4277	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	1.5	0.000101	1472695	1453590	5684	0.8	4686	82.4	465	10.08	27.4	35.1	18.7-37.5	22.9-48.9	22.3-95.7	28.4-99.5	++	62	^^^78.4% (40 / 51)	0.0% (0 / 4)	^^^30.3% (10 / 33)	^^^100.0% (4 / 4)	10.0% (2 / 20)	NA% (0 / 0)	2.1% (1 / 48)	0.0% (0 / 10)	6.6% (10 / 152)	11.8% (2 / 17)	0.0% (0 / 92)	0.0% (0 / 14)	1.7% (1 / 59)	11.1% (1 / 9)	(2056:1)(2831:1)(4904:2)(5387:3)(5821:1)(5840:1)(6452:1)(6641:1)(7868:3)(7891:3)(8021:1)(8065:4)(8461:2)(9869:3)(10307:1)(10750:1)(13095:2)(13889:2)(15148:1)(15443:2)(15649:2)(15667:2)		(6410:1)(8365:1)(10373:1)(11458:1)(15226:1)(15479:1)(15629:2)(15850:1)(16037:1)	(6410:1)(8365:1)(10373:1)(15479:1)	(9456:1)(15232:1)		(14458:1)		(2955:7)(3277:1)(6935:1)(6938:1)	(2955:2)			(15326:1)	(15326:1)	
604	passed			160812	L5765	D2644	Lib.E.6208	Cap.H.2001	466	66	SP3833	E4278	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova cave, main gallery, layer 17  bulk eastside (vial 11: DCM14)	0	0	1049257	1035502	1894	0.3	1097	57.9	86	12.76	23.1	55.6	5.0-53.8	21.2-86.3	1.3-98.7	2.5-100.0	+	20	20.0% (1 / 5)	NA% (0 / 0)	^66.7% (2 / 3)	^^100.0% (2 / 2)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 3)	0.0% (0 / 1)	3.4% (1 / 29)	14.3% (1 / 7)	0.0% (0 / 22)	0.0% (0 / 3)	0.0% (0 / 8)	0.0% (0 / 2)	(8021:1)		(10373:1)(11527:1)	(10373:1)(11527:1)					(2955:1)	(2955:1)					
605	passed			160812	L5766	D2645	Lib.E.6209	Cap.H.2002	467	67	SP3910	E4279	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	0.7	0.000049	1360114	1337041	3319	1.1	2265	68.2	109	20.78	30.4	36.7	13.2-52.9	19.9-56.1	0.8-90.6	2.5-100.0	++	24	^^^100.0% (8 / 8)	NA% (0 / 0)	20.0% (1 / 5)	100.0% (1 / 1)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 9)	0.0% (0 / 2)	^^25.9% (7 / 27)	^^57.1% (4 / 7)	0.0% (0 / 24)	0.0% (0 / 6)	0.0% (0 / 11)	0.0% (0 / 2)	(4904:2)(5821:1)(5840:1)(8021:1)(11590:1)(13656:1)(13889:1)		(16139:1)	(16139:1)					(2955:7)	(2955:4)					
606	passed			160812	L5767	D2646	Lib.E.6210	Cap.H.2003	468	68	SP3910	E4280	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	0	0	1346817	1332561	2407	0.6	1088	45.2	58	18.76	18.2	41.7	2.3-51.8	15.2-72.3	0.0-84.2	0.0-97.5	+	12	^66.7% (2 / 3)	0.0% (0 / 1)	0.0% (0 / 2)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	0.0% (0 / 9)	0.0% (0 / 1)	0.0% (0 / 16)	NA% (0 / 0)	0.0% (0 / 12)	0.0% (0 / 1)	0.0% (0 / 3)	0.0% (0 / 2)	(2056:2)														
607	passed			160812	L5768	D2647	Lib.E.6211	Cap.H.2004	469	69	SP3910	E4281	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	0	0	1405482	1386846	3103	1.1	2282	73.5	160	14.26	23.3	28.6	9.9-42.3	13.2-48.7	0.0-97.5	N/A-N/A	+	25	^^^85.7% (12 / 14)	0.0% (0 / 2)	8.3% (1 / 12)	NA% (0 / 0)	0.0% (0 / 8)	NA% (0 / 0)	0.0% (0 / 11)	0.0% (0 / 2)	10.0% (5 / 50)	10.0% (1 / 10)	0.0% (0 / 32)	0.0% (0 / 4)	0.0% (0 / 15)	0.0% (0 / 2)	(2831:1)(5840:3)(7891:1)(8503:1)(9325:1)(10307:1)(10324:1)(11590:1)(15355:1)(15443:1)		(16037:1)						(2955:5)	(2955:1)					
608	passed			160812	L5769	D2648	Lib.E.6212	Cap.H.2005	470	70	SP3910	E4282	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	4.1	0.000307	1337551	1321439	3556	1.4	2535	71.3	195	13.00	31.4	41.4	19.1-45.9	23.5-61.1	0.0-70.8	N/A-N/A	++	35	18.8% (3 / 16)	0.0% (0 / 2)	^26.3% (5 / 19)	0.0% (0 / 2)	^33.3% (3 / 9)	0.0% (0 / 2)	0.0% (0 / 21)	0.0% (0 / 7)	10.0% (5 / 50)	12.5% (1 / 8)	^13.6% (6 / 44)	12.5% (1 / 8)	0.0% (0 / 36)	0.0% (0 / 1)	(6452:1)(15148:1)(15649:1)		(547:1)(5673:1)(7424:1)(15479:1)(15671:1)		(3808:1)(11950:1)(16299:1)				(2955:2)(8203:1)(11503:1)(15100:1)	(8203:1)	(736:1)(4092:1)(5270:1)(11549:1)(11551:1)(12561:1)	(12561:1)			
609	passed			160812	L5770	D2649	Lib.E.6213	Cap.H.2006	471	71	SP3910	E4283	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	1.5	0.000079	1866795	1845952	1955	0.4	755	38.6	77	9.81	29.2	57.1	12.6-51.1	28.9-82.3	0.6-80.6	2.5-100.0	++	22	^^^80.0% (4 / 5)	50.0% (1 / 2)	0.0% (0 / 1)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 1)	NA% (0 / 0)	15.0% (3 / 20)	16.7% (1 / 6)	0.0% (0 / 7)	0.0% (0 / 3)	16.7% (1 / 6)	0.0% (0 / 1)	(2056:1)(7891:1)(13889:1)(15148:1)	(15148:1)							(2955:3)	(2955:1)			(3447:1)		
610	passed			160812	L5771	D2650	Lib.E.6214	Cap.H.2007	472	72	SP3910	E4284	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	0	0	1436100	1416834	3861	1.2	2734	70.8	62	44.10	24.0	15.4	9.4-45.1	1.9-45.4	0.0-97.5	0.0-84.2	-	14	^42.9% (3 / 7)	0.0% (0 / 1)	20.0% (1 / 5)	NA% (0 / 0)	NA% (0 / 0)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	5.0% (1 / 20)	0.0% (0 / 7)	0.0% (0 / 13)	NA% (0 / 0)	0.0% (0 / 7)	0.0% (0 / 1)	(2056:1)(15667:2)		(15479:1)						(3277:1)						
611	passed			160812	L5772	D2651	Lib.E.6215	Cap.H.2008	473	73	SP3609	E4285	sediment	production	AA163	El Sidron, Spain	Soil - El Sidron SID1448	0	0	1154283	1115004	479226	98.6	470584	98.2	1950	241.33	14.6	16.9	11.3-18.4	13.3-21.1	29.8-74.3	31.5-76.9	++	172	^^^85.8% (182 / 212)	^27.3% (3 / 11)	7.5% (13 / 174)	^^44.4% (4 / 9)	^13.4% (16 / 119)	^66.7% (2 / 3)	2.8% (7 / 248)	0.0% (0 / 31)	1.6% (11 / 670)	0.0% (0 / 67)	0.0% (0 / 431)	0.0% (0 / 31)	0.0% (0 / 433)	0.0% (0 / 40)	(2056:8)(2523:2)(2831:15)(4904:2)(4940:3)(5580:11)(5821:7)(5840:7)(6266:5)(6641:4)(7868:9)(7891:8)(8021:22)(8065:7)(8461:3)(8503:4)(9325:3)(9869:8)(10307:2)(10324:2)(10750:11)(11590:1)(12474:6)(13095:6)(13359:5)(13889:9)(15148:6)(15355:3)(15443:3)	(6266:1)(10750:1)(13095:1)	(417:1)(4532:1)(5673:6)(8365:1)(13707:1)(15479:2)(16139:1)	(4532:1)(5673:3)	(7127:1)(7746:2)(8386:2)(8986:2)(9456:1)(11383:2)(11950:5)(15789:1)	(8386:1)(11383:1)	(7852:1)(14215:1)(14458:5)		(868:1)(2955:1)(3496:2)(6242:4)(8203:2)(10172:1)						
