DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N-HST_support	N-HST_support_deam	N_support	N_support_deam	HST_support	HST_support_deam	D-S_support	D-S_support_deam	D_support	D_support_deam	S_support	S_support_deam	H_der	H_deam_der	N-HST_der	N-HST_deam_der	N_der	N_deam_der	HST_der	HST_deam_der	D-S_der	D-S_deam_der	D_der	D_deam_der	S_der	S_deam_der	
557	passed			160722	D5265	D2375	Lib.E.5528	Cap.H.1864	336	17	SP3860	E4327	sediment	production	AA163	Denisova Cave, Russia	Soil sample - Denisova cave, vial 38: DCE14-D9 middle part of layer 11.4 c+b,	0	0	477516	469270	3208	2.2	2622	81.7	579	4.53	50.0	30.8	42.1-57.9	23.7-38.6	28.9-82.3	14.3-51.8	++	181	10.6% (5 / 47)	0.0% (0 / 9)	^^^91.2% (31 / 34)	^^^100.0% (10 / 10)	^^^95.0% (19 / 20)	^^^100.0% (4 / 4)	0.0% (0 / 49)	0.0% (0 / 24)	3.3% (5 / 152)	2.0% (1 / 50)	0.9% (1 / 116)	0.0% (0 / 30)	1.3% (1 / 77)	0.0% (0 / 30)	(10324:1)(10750:1)(11590:1)(15355:1)(15443:1)		(547:3)(3399:2)(3414:1)(4204:1)(5673:1)(6410:1)(7106:2)(7424:1)(8365:1)(8764:2)(11458:2)(12070:2)(13707:1)(13801:4)(15226:1)(15629:1)(15850:1)(16037:2)(16139:2)	(547:2)(3399:1)(4204:1)(8365:1)(8764:1)(11458:1)(13801:1)(16037:1)(16139:1)	(438:2)(3808:1)(6200:1)(7127:3)(7746:2)(8986:2)(9027:2)(10256:1)(11383:1)(11950:1)(15789:3)	(6200:1)(7127:1)(7746:1)(8986:1)			(2955:2)(4914:1)(4958:1)(4991:1)	(2955:1)	(534:1)		(535:1)		
558	passed		inclBV2020	160722	D5266	D2376	Lib.E.5529	Cap.H.1865	337	18	SP3860	E4328	sediment	production	AA163	Denisova Cave, Russia	Soil sample - Denisova cave, vial 38: DCE14-D9 middle part of layer 11.4 c+b,	0	0	470172	461906	24211	21.8	22511	93.0	5990	3.76	45.9	29.4	43.5-48.4	27.0-31.8	40.5-59.5	23.0-36.2	++	1749	6.5% (34 / 524)	3.1% (4 / 128)	^^^85.3% (389 / 456)	^^^86.9% (93 / 107)	^^^91.6% (272 / 297)	^^^97.3% (71 / 73)	0.4% (2 / 567)	0.0% (0 / 145)	1.4% (26 / 1899)	0.9% (5 / 554)	1.0% (13 / 1353)	1.2% (5 / 416)	0.9% (9 / 1052)	1.0% (3 / 301)	(4940:1)(5580:1)(5821:2)(5840:2)(6266:1)(8021:1)(8065:1)(8461:1)(8503:2)(9325:1)(10307:1)(10324:1)(10750:1)(11590:11)(13359:1)(13889:1)(15355:2)(15443:1)(15649:1)(15667:1)	(9325:1)(11590:3)	(547:20)(3399:25)(3414:18)(4204:9)(4532:12)(5673:12)(6156:16)(6260:20)(6410:6)(7106:16)(7424:20)(8365:13)(8764:8)(10373:16)(10532:10)(11458:14)(11527:15)(12070:9)(13707:18)(13801:22)(15226:10)(15479:19)(15629:9)(15671:14)(15850:16)(16037:17)(16139:5)	(547:5)(3399:3)(3414:2)(4204:1)(4532:2)(5673:3)(6156:7)(6260:7)(6410:1)(7106:3)(7424:7)(8365:2)(8764:1)(10373:7)(10532:1)(11458:3)(11527:5)(12070:1)(13707:6)(13801:6)(15226:5)(15479:3)(15671:3)(15850:2)(16037:4)(16139:3)	(438:19)(1406:14)(3808:18)(3918:19)(6200:26)(7127:22)(7746:22)(7861:14)(8386:10)(8986:17)(9027:18)(9456:14)(10256:4)(11383:10)(11950:12)(15232:12)(15789:11)(16299:3)(16400:7)	(438:1)(3808:8)(3918:6)(6200:9)(7127:2)(7746:11)(7861:3)(8386:2)(8986:7)(9027:3)(9456:2)(11383:3)(11950:2)(15232:6)(15789:3)(16299:2)(16400:1)	(5585:1)(8840:1)		(750:1)(1405:1)(3978:1)(5474:1)(6242:2)(6483:1)(6935:1)(6938:1)(7232:1)(8140:1)(8152:1)(8203:2)(8545:1)(9434:1)(10172:2)(11016:1)(11147:1)(12001:1)(12528:1)(12630:1)(12756:1)(13968:1)(14476:1)	(5474:1)(7232:1)(8545:1)(10172:1)(12528:1)	(2404:1)(3636:1)(8008:1)(9566:1)(9932:1)(10196:2)(11549:1)(12561:1)(13923:1)(15403:2)(16527:1)	(3636:1)(8008:1)(9932:1)(10196:1)(15403:1)	(3567:1)(4113:1)(4977:1)(5601:2)(6614:1)(11002:1)(13813:1)(14384:1)	(3567:1)(6614:1)(14384:1)	
560	passed			160722	D5268	D2378	Lib.E.5531	Cap.H.1867	339	20	SP3876	E4266	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, east gallery, layer 14 (vial 54: DCE14-15)	0	0	466510	458372	1652	1.9	1278	77.4	623	2.05	49.0	34.5	41.0-57.1	26.8-42.7	25.1-80.8	15.4-59.2	++	169	^^^19.3% (11 / 57)	0.0% (0 / 10)	^^^73.3% (33 / 45)	^^^92.9% (13 / 14)	^^^70.4% (19 / 27)	^^^100.0% (6 / 6)	0.0% (0 / 56)	0.0% (0 / 15)	1.6% (3 / 188)	0.0% (0 / 52)	1.4% (2 / 148)	4.3% (2 / 46)	2.1% (2 / 96)	0.0% (0 / 23)	(4904:1)(7891:1)(8021:1)(8503:1)(10324:1)(10750:3)(15148:1)(15649:1)(15667:1)		(417:1)(547:1)(3399:2)(3414:1)(4204:1)(4532:3)(6156:1)(6260:2)(7106:2)(7424:1)(8365:2)(8764:1)(10373:3)(10532:2)(11458:2)(11527:1)(13707:3)(13801:2)(15850:2)	(417:1)(3399:1)(4204:1)(4532:2)(6156:1)(6260:1)(7106:2)(8365:1)(10373:2)(15850:1)	(3808:2)(6200:1)(7127:1)(7746:2)(7861:1)(8386:4)(8986:2)(9027:1)(9456:2)(10256:1)(15789:1)(16400:1)	(6200:1)(7127:1)(7746:1)(8386:1)(9456:1)(10256:1)			(486:1)(2955:1)(15100:1)		(5270:1)(11864:1)	(5270:1)(11864:1)	(3567:1)(4380:1)		
561	passed			160722	D5269	D2379	Lib.E.5532	Cap.H.1868	340	21	SP3876	E4267	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, east gallery, layer 14 (vial 54: DCE14-15)	1.6	0.000371	428576	421957	1624	2.2	1247	76.8	661	1.89	39.2	31.8	32.1-46.7	24.6-39.8	24.4-65.1	26.8-69.4	++	173	^^^22.5% (9 / 40)	0.0% (0 / 5)	^^^82.6% (38 / 46)	^^^100.0% (8 / 8)	^^^63.2% (12 / 19)	50.0% (1 / 2)	0.0% (0 / 54)	0.0% (0 / 14)	3.7% (7 / 189)	6.0% (3 / 50)	0.7% (1 / 145)	0.0% (0 / 36)	0.0% (0 / 104)	0.0% (0 / 23)	(2523:1)(5387:1)(8503:1)(10307:1)(10750:1)(11590:1)(13359:1)(15355:1)(15443:1)		(417:2)(547:3)(3399:1)(3414:2)(4204:1)(5673:5)(6156:3)(6410:3)(7106:2)(10373:3)(11458:3)(11527:3)(12070:2)(13801:1)(15671:1)(15850:1)(16037:2)	(547:1)(3414:1)(5673:1)(7106:1)(11458:1)(11527:1)(13801:1)(16037:1)	(1406:2)(3918:1)(6200:1)(7127:2)(8986:2)(9456:2)(15789:2)	(15789:1)			(2284:1)(2955:2)(8152:1)(8203:1)(12528:1)(14073:1)	(2284:1)(8152:1)(8203:1)	(5447:1)				
564	passed			160722	D5273	D2383	Lib.E.5536	Cap.H.1871	344	25	SP3832	E4292	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, layer 14.3 bulk eastside,  (vial 10: DCM14)	0	0	357755	352267	695	0.7	357	51.4	212	1.68	27.1	15.4	16.4-40.3	7.6-26.5	2.5-100.0	0.5-71.6	+	41	^^^43.8% (7 / 16)	0.0% (0 / 2)	^^^58.3% (7 / 12)	NA% (0 / 0)	^^^58.8% (10 / 17)	^^100.0% (2 / 2)	0.0% (0 / 13)	0.0% (0 / 2)	^13.7% (10 / 73)	15.0% (3 / 20)	0.0% (0 / 57)	0.0% (0 / 9)	5.0% (1 / 20)	20.0% (1 / 5)	(4904:2)(4940:3)(8021:1)(8065:1)		(5673:1)(7106:1)(8764:1)(10532:1)(12070:1)(13707:1)(16037:1)		(3808:2)(3918:2)(7127:1)(7746:1)(9027:1)(15789:2)(16400:1)	(3918:1)(7746:1)			(2955:9)(7705:1)	(2955:3)			(4512:1)	(4512:1)	
565	passed			160722	D5274	D2384	Lib.E.5537	Cap.H.1872	345	26	SP3832	E4293	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, layer 14.3 bulk eastside,  (vial 10: DCM14)	0	0	429462	422993	302	0.2	124	41.1	108	1.15	23.1	18.5	9.0-43.6	6.3-38.1	N/A-N/A	0.0-97.5	-	18	^^^75.0% (6 / 8)	NA% (0 / 0)	50.0% (1 / 2)	NA% (0 / 0)	^^100.0% (2 / 2)	NA% (0 / 0)	0.0% (0 / 8)	0.0% (0 / 2)	0.0% (0 / 24)	0.0% (0 / 5)	0.0% (0 / 23)	0.0% (0 / 4)	0.0% (0 / 11)	0.0% (0 / 1)	(2831:1)(5580:1)(8021:1)(9869:1)(13095:1)(13656:1)		(8764:1)		(9027:1)(11383:1)										
566	passed			160722	D5275	D2385	Lib.E.5538	Cap.H.1873	346	27	SP3832	E4294	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, layer 14.3 bulk eastside,  (vial 10: DCM14)	0	0	406669	400061	720	0.5	282	39.2	162	1.74	25.7	31.8	12.5-43.3	18.6-47.6	2.5-100.0	0.5-71.6	++	35	11.1% (1 / 9)	NA% (0 / 0)	^^^83.3% (5 / 6)	NA% (0 / 0)	^^^50.0% (4 / 8)	NA% (0 / 0)	0.0% (0 / 10)	0.0% (0 / 3)	^17.0% (8 / 47)	14.3% (2 / 14)	3.0% (1 / 33)	0.0% (0 / 10)	0.0% (0 / 19)	0.0% (0 / 7)	(15649:1)		(10373:1)(10532:1)(15226:1)(15629:1)(15671:1)		(9027:1)(15232:1)(15789:1)(16299:1)				(2955:6)(10547:1)(10670:1)	(2955:1)(10670:1)	(16527:1)				
567	passed		inclBV2020	160722	D5276	D2386	Lib.E.5539	Cap.H.1874	347	28	SP3832	E4295	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, layer 14.3 bulk eastside,  (vial 10: DCM14)	0	0	430412	423869	109047	77.3	105524	96.8	80856	1.31	41.4	22.5	40.8-42.0	22.0-23.1	37.7-42.6	21.3-24.5	++	20278	3.8% (268 / 7089)	4.1% (66 / 1591)	^^^98.7% (5799 / 5878)	^^^98.4% (1336 / 1358)	^^^98.3% (3868 / 3934)	^^^98.0% (868 / 886)	0.5% (37 / 8146)	0.3% (6 / 2081)	1.0% (269 / 26252)	1.2% (77 / 6623)	0.5% (98 / 19271)	0.6% (31 / 4943)	0.7% (94 / 13749)	0.7% (25 / 3533)	(5387:1)(5580:8)(6641:5)(8021:6)(8503:6)(9325:3)(9869:1)(10324:5)(10750:3)(11590:217)(13095:5)(13359:1)(13656:3)(13889:1)(15355:1)(15649:2)	(5580:3)(8021:4)(8503:2)(9325:2)(10324:2)(11590:50)(13095:2)(13359:1)	(417:157)(547:208)(3399:271)(3414:188)(4204:146)(4532:337)(5673:247)(6156:248)(6260:233)(6410:69)(7106:213)(7424:211)(8365:166)(8764:185)(10373:195)(10532:214)(11458:157)(11527:248)(12070:253)(13707:264)(13801:351)(15226:214)(15479:223)(15629:228)(15671:209)(15850:177)(16037:139)(16139:45)(16244:3)	(417:32)(547:61)(3399:71)(3414:47)(4204:31)(4532:83)(5673:47)(6156:62)(6260:62)(6410:12)(7106:38)(7424:56)(8365:46)(8764:41)(10373:31)(10532:38)(11458:46)(11527:61)(12070:59)(13707:69)(13801:87)(15226:43)(15479:51)(15629:43)(15671:40)(15850:39)(16037:28)(16139:12)	(438:192)(1406:187)(3808:306)(3918:168)(6200:263)(7127:208)(7746:259)(7861:205)(8386:163)(8986:351)(9027:310)(9456:148)(10256:85)(11383:139)(11950:230)(15232:204)(15789:285)(16299:6)(16400:159)	(438:46)(1406:45)(3808:60)(3918:35)(6200:68)(7127:37)(7746:64)(7861:48)(8386:37)(8986:76)(9027:81)(9456:27)(10256:17)(11383:29)(11950:56)(15232:44)(15789:57)(16299:2)(16400:39)	(3200:1)(5585:6)(7702:2)(7852:2)(8840:4)(11074:3)(11102:2)(11233:1)(12771:2)(13563:1)(13681:1)(14215:1)(14446:1)(15346:2)(16083:8)	(8840:1)(11074:1)(11102:1)(13563:1)(16083:2)	(486:2)(750:6)(868:5)(1009:3)(1405:2)(2284:6)(2955:2)(3277:4)(3747:1)(3753:1)(4318:2)(4456:7)(4914:5)(4958:1)(4991:9)(6242:4)(6483:6)(6509:1)(6512:1)(6935:11)(6938:7)(7232:10)(7705:4)(7789:3)(8140:10)(8152:5)(8203:5)(8545:2)(8677:2)(9060:1)(9075:8)(9168:6)(9527:5)(9884:7)(10172:3)(10547:6)(10670:2)(11016:10)(11071:5)(11503:3)(11983:11)(12064:6)(12528:4)(12630:7)(12684:1)(12699:1)(12756:6)(12801:5)(13968:4)(14020:2)(14073:3)(14311:1)(14476:3)(14950:7)(14956:2)(15100:9)(15250:3)(15490:3)(15742:7)(15883:1)	(486:1)(750:5)(868:1)(1405:1)(2284:1)(2955:1)(3747:1)(4318:1)(4914:1)(4991:1)(6242:2)(6483:4)(6512:1)(6935:6)(6938:3)(7232:3)(7705:2)(7789:2)(8140:6)(8152:1)(8203:1)(8545:1)(8677:1)(9075:4)(9168:3)(9527:1)(9884:2)(10547:1)(11071:2)(11503:1)(11983:5)(12801:1)(14073:3)(14311:1)(14950:2)(15100:1)(15490:1)(15742:2)	(534:3)(928:1)(3357:2)(3636:1)(3832:6)(3870:1)(3888:1)(3957:1)(4092:1)(4659:11)(4937:1)(4959:5)(5270:7)(5447:2)(6566:7)(6917:1)(7664:3)(7961:1)(9566:6)(9932:2)(9966:2)(10196:1)(11549:3)(11551:1)(12561:8)(13528:1)(13923:6)(14757:1)(14971:1)(15403:4)(16527:7)	(534:2)(928:1)(3832:3)(3957:1)(4659:1)(4959:1)(5270:5)(6566:3)(9566:1)(11549:1)(11551:1)(12561:3)(13528:1)(13923:2)(14757:1)(14971:1)(15403:1)(16527:2)	(1766:1)(2833:2)(3567:3)(3621:1)(4113:6)(4380:6)(4512:6)(5601:9)(6368:1)(6614:1)(6668:3)(7774:6)(7912:9)(11253:1)(11335:3)(11473:1)(11518:3)(11536:5)(13365:8)(13813:4)(13983:5)(14218:1)(14384:3)(15326:4)(15640:2)	(2833:1)(3567:2)(3621:1)(4113:1)(4380:2)(4512:1)(5601:2)(6614:1)(7774:1)(11335:1)(11518:1)(11536:3)(13365:2)(13813:1)(13983:2)(15326:2)(15640:1)	
568	passed			160722	D5277	D2387	Lib.E.5540	Cap.H.1875	348	29	SP3832	E4296	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, layer 14.3 bulk eastside,  (vial 10: DCM14)	0	0	464090	456294	770	0.5	313	40.6	158	1.98	43.2	23.7	28.3-59.0	11.4-40.2	0.0-60.2	0.0-84.2	++	44	0.0% (0 / 12)	0.0% (0 / 3)	^^^92.3% (12 / 13)	^^^80.0% (4 / 5)	^^^80.0% (4 / 5)	NA% (0 / 0)	0.0% (0 / 14)	0.0% (0 / 3)	^16.3% (8 / 49)	5.6% (1 / 18)	3.2% (1 / 31)	10.0% (1 / 10)	5.3% (1 / 19)	20.0% (1 / 5)			(4204:1)(4532:1)(6260:1)(6410:1)(7106:1)(7424:2)(10373:2)(13707:1)(15629:2)	(6410:1)(10373:2)(15629:1)	(438:1)(3808:1)(7127:1)(11950:1)				(2955:6)(3277:1)(10172:1)	(2955:1)	(3636:1)	(3636:1)	(6368:1)	(6368:1)	
569	passed			160722	D5278	D2388	Lib.E.5541	Cap.H.1876	349	30	SP3832	E4297	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave, layer 14.3 bulk eastside,  (vial 10: DCM14)	1.9	0.000316	604205	593884	1179	0.5	362	30.7	124	2.92	31.0	18.2	15.3-50.8	7.0-35.5	0.0-97.5	0.0-97.5	+	27	0.0% (0 / 3)	0.0% (0 / 1)	^^^57.1% (4 / 7)	NA% (0 / 0)	^^^75.0% (3 / 4)	100.0% (1 / 1)	0.0% (0 / 4)	0.0% (0 / 1)	^23.3% (7 / 30)	12.5% (1 / 8)	0.0% (0 / 17)	0.0% (0 / 5)	0.0% (0 / 7)	0.0% (0 / 1)			(6156:2)(15629:1)(15671:1)		(3808:1)(6200:1)(15789:1)	(3808:1)			(2955:5)(6938:1)(7232:1)	(7232:1)					
570	passed		inclBV2020	160722	D5279	D2389	Lib.E.5542	Cap.H.1877	350	31	SP3854	E4298	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	1.0	0.000212	494336	483640	3357	3.3	2206	65.7	159	13.87	46.3	35.1	30.7-62.6	20.2-52.5	1.3-98.7	0.5-71.6	++	51	^^^66.7% (8 / 12)	0.0% (0 / 2)	0.0% (0 / 8)	0.0% (0 / 4)	12.5% (1 / 8)	0.0% (0 / 3)	0.0% (0 / 17)	0.0% (0 / 6)	^^^42.5% (17 / 40)	^^^75.0% (9 / 12)	^^^43.5% (10 / 23)	^^^71.4% (5 / 7)	0.0% (0 / 17)	0.0% (0 / 6)	(2523:2)(4940:1)(5821:1)(5840:1)(8503:2)(13656:1)				(15789:1)				(750:2)(1009:1)(2284:1)(2955:1)(3496:1)(4991:1)(7316:1)(7705:1)(10547:1)(12714:1)(12756:2)(12801:2)(15742:1)(15941:1)	(750:2)(4991:1)(7316:1)(10547:1)(12714:1)(12756:1)(12801:2)	(736:2)(4047:1)(5270:1)(7741:1)(7961:1)(13434:1)(15403:2)(16081:1)	(736:2)(4047:1)(13434:1)(15403:1)			
571	passed			160722	D5280	D2390	Lib.E.5543	Cap.H.1878	351	32	SP3854	E4299	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	0	0	560201	549694	1852	1.7	1032	55.7	112	9.21	43.5	25.0	23.2-65.5	10.7-44.9	0.0-97.5	0.0-84.2	++	29	20.0% (1 / 5)	NA% (0 / 0)	0.0% (0 / 8)	0.0% (0 / 3)	0.0% (0 / 2)	0.0% (0 / 1)	0.0% (0 / 10)	NA% (0 / 0)	^^^31.0% (9 / 29)	33.3% (2 / 6)	^25.0% (4 / 16)	100.0% (1 / 1)	7.1% (1 / 14)	0.0% (0 / 2)	(13656:1)								(2955:2)(3714:1)(7232:1)(9434:1)(10670:1)(12756:1)(14839:1)(15250:1)	(2955:1)(3714:1)	(736:1)(4092:1)(4622:2)	(736:1)	(5601:1)		
572	passed			160722	D5281	D2391	Lib.E.5544	Cap.H.1879	352	33	SP3854	E4300	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	0	0	368559	361179	1873	3.3	1465	78.2	182	8.05	60.9	37.2	45.4-74.9	23.0-53.3	59.0-100.0	30.8-89.1	++	59	^^^40.9% (9 / 22)	0.0% (0 / 6)	0.0% (0 / 15)	0.0% (0 / 2)	0.0% (0 / 17)	0.0% (0 / 5)	0.0% (0 / 11)	0.0% (0 / 4)	^^^57.6% (19 / 33)	^^^71.4% (5 / 7)	^^^39.3% (11 / 28)	^^^100.0% (4 / 4)	0.0% (0 / 23)	0.0% (0 / 4)	(4904:1)(5387:1)(7868:2)(7891:2)(8021:1)(8461:1)(12474:1)								(750:1)(868:1)(2955:2)(4456:1)(7232:1)(9060:1)(9758:1)(9839:1)(9899:1)(10172:1)(11147:1)(12064:1)(12756:1)(12801:1)(14073:1)(14839:1)(15250:1)(15742:1)	(9060:1)(9758:1)(9839:1)(9899:1)(15250:1)	(534:1)(4659:2)(7961:1)(9966:1)(10196:1)(10966:1)(12193:1)(13923:1)(14971:1)(15403:1)	(534:1)(9966:1)(10966:1)(15403:1)			
573	passed			160722	D5282	D2392	Lib.E.5545	Cap.H.1880	353	34	SP3854	E4301	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	3.2	0.001566	206572	202447	633	1.7	378	59.7	97	3.90	29.0	25.0	14.2-48.0	10.7-44.9	19.4-99.4	29.2-100.0	++	21	^^^62.5% (5 / 8)	0.0% (0 / 1)	11.1% (1 / 9)	33.3% (1 / 3)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	^22.7% (5 / 22)	^50.0% (2 / 4)	^^^30.4% (7 / 23)	^^^100.0% (3 / 3)	0.0% (0 / 18)	0.0% (0 / 5)	(5580:1)(6641:1)(8021:1)(8065:1)(9869:1)		(6260:1)	(6260:1)					(2955:2)(4958:1)(11016:1)(14311:1)	(4958:1)(11016:1)	(4047:1)(4959:1)(11864:1)(12921:1)(15403:1)(15643:1)(16527:1)	(4959:1)(15403:1)(15643:1)			
574	passed		inclBV2020	160722	D5283	D2393	Lib.E.5546	Cap.H.1881	354	35	SP3854	E4302	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	0.7	0.000323	228639	224772	944	3.4	694	73.5	232	2.99	50.0	45.5	37.0-63.0	33.1-58.2	29.0-96.3	16.7-76.6	++	74	^20.0% (4 / 20)	0.0% (0 / 5)	0.0% (0 / 27)	0.0% (0 / 12)	0.0% (0 / 11)	0.0% (0 / 2)	0.0% (0 / 22)	0.0% (0 / 5)	^^^62.5% (25 / 40)	^^^85.7% (12 / 14)	^^^58.3% (14 / 24)	^^^85.7% (6 / 7)	0.0% (0 / 33)	0.0% (0 / 15)	(7868:1)(7891:1)(10750:1)(13656:1)								(750:1)(3714:1)(3747:1)(6242:3)(6935:1)(6938:1)(7705:1)(9075:1)(9254:1)(9434:1)(10172:1)(10547:1)(11016:1)(11147:1)(11503:1)(12756:2)(13827:1)(13968:1)(14007:1)(14476:1)(14494:1)(15100:1)	(750:1)(3747:1)(6242:3)(9075:1)(9434:1)(11147:1)(11503:1)(13827:1)(13968:1)(15100:1)	(596:1)(736:1)(928:1)(3832:1)(4092:1)(4622:2)(4659:1)(8488:1)(9080:1)(13434:1)(13528:1)(15403:1)(15643:1)	(736:1)(928:1)(3832:1)(4659:1)(9080:1)(13434:1)			
575	passed		inclBV2020	160722	D5284	D2394	Lib.E.5547	Cap.H.1882	355	36	SP3854	E4303	sediment	production	AA163	Denisova Cave, Russia	Soil - Denisova Cave,  lower part of layer 15 c (vial 32: DCE14-D3)	0.6	0.000123	500743	492959	1285	1.4	716	55.7	183	3.91	33.3	28.3	20.4-48.4	16.8-42.3	0.6-80.6	0.4-57.9	++	48	^33.3% (3 / 9)	0.0% (0 / 1)	0.0% (0 / 8)	0.0% (0 / 2)	7.1% (1 / 14)	0.0% (0 / 3)	0.0% (0 / 9)	0.0% (0 / 1)	^^^37.0% (17 / 46)	^^^54.5% (6 / 11)	^^^36.0% (9 / 25)	^^^80.0% (4 / 5)	0.0% (0 / 18)	0.0% (0 / 2)	(2056:1)(2831:1)(13889:1)				(15789:1)				(750:2)(2955:7)(3714:1)(6512:1)(10172:1)(11147:1)(12311:1)(13827:1)(14839:1)(15883:1)	(2955:1)(6512:1)(10172:1)(13827:1)(14839:1)(15883:1)	(736:1)(928:1)(3832:1)(3957:1)(4659:1)(5021:1)(5270:1)(9566:1)(10742:1)	(928:1)(3957:1)(5021:1)(9566:1)			
583	passed			160722	D5292	D2402	Lib.E.5555	Cap.H.1890	363	44	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	3.8	0.000781	490347	480275	2390	2.5	1485	62.1	84	17.68	46.2	36.4	26.6-66.6	17.2-59.3	0.0-97.5	0.0-52.2	++	31	0.0% (0 / 4)	0.0% (0 / 2)	NA% (0 / 0)	NA% (0 / 0)	50.0% (1 / 2)	NA% (0 / 0)	0.0% (0 / 4)	0.0% (0 / 4)	0.0% (0 / 27)	0.0% (0 / 13)	0.0% (0 / 19)	0.0% (0 / 7)	0.0% (0 / 8)	0.0% (0 / 4)					(15789:1)										
584	passed			160722	D5293	D2403	Lib.E.5556	Cap.H.1891	364	45	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	0.7	0.000143	492183	483280	2631	2.5	1770	67.3	90	19.67	42.3	15.0	23.4-63.1	3.2-37.9	N/A-N/A	0.0-84.2	+	30	^^^80.0% (8 / 10)	^^66.7% (4 / 6)	^^^50.0% (3 / 6)	^^100.0% (2 / 2)	25.0% (1 / 4)	NA% (0 / 0)	0.0% (0 / 4)	0.0% (0 / 2)	0.0% (0 / 21)	0.0% (0 / 9)	0.0% (0 / 10)	0.0% (0 / 3)	0.0% (0 / 7)	0.0% (0 / 5)	(2056:1)(4940:1)(6641:3)(9869:1)(15148:2)	(4940:1)(6641:3)	(6410:1)(7106:1)(13707:1)	(6410:1)(13707:1)	(7127:1)										
585	passed			160722	D5294	D2404	Lib.E.5557	Cap.H.1892	365	46	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	4.2	0.001073	394284	385273	2211	2.5	1498	67.8	82	18.27	65.5	39.1	45.7-82.1	19.7-61.5	15.8-100.0	5.3-85.3	++	40	^50.0% (2 / 4)	0.0% (0 / 2)	^^75.0% (3 / 4)	^^100.0% (3 / 3)	100.0% (1 / 1)	NA% (0 / 0)	0.0% (0 / 5)	0.0% (0 / 1)	0.0% (0 / 29)	0.0% (0 / 15)	0.0% (0 / 5)	0.0% (0 / 2)	0.0% (0 / 8)	0.0% (0 / 2)	(4904:1)(4940:1)		(4532:2)(6156:1)	(4532:2)(6156:1)	(6200:1)										
587	passed			160801	D5349	D2487	Lib.E.6225	Cap.H.1925	340	33	SP3910	E3607	sediment	production	AA163	Trou Al'Wesse, Belgium	Soil - Trou Al'Wesse stratum 17b (SED-4)	0	0	1894113	1853249	10209	2.7	6499	63.7	148	43.91	40.0	36.2	26.4-54.8	22.7-51.5	19.4-99.4	19.4-99.4	++	58	28.6% (2 / 7)	0.0% (0 / 1)	^^^100.0% (5 / 5)	100.0% (1 / 1)	^^^100.0% (6 / 6)	^^^100.0% (4 / 4)	0.0% (0 / 6)	0.0% (0 / 2)	0.0% (0 / 38)	0.0% (0 / 18)	0.0% (0 / 26)	0.0% (0 / 8)	0.0% (0 / 19)	0.0% (0 / 8)	(6452:1)(6641:1)		(547:3)(4204:1)(4532:1)	(4532:1)	(3808:2)(6200:1)(7861:1)(9456:1)(11950:1)	(3808:1)(6200:1)(9456:1)(11950:1)									
