DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N-HST_support	N-HST_support_deam	N_support	N_support_deam	HST_support	HST_support_deam	D-S_support	D-S_support_deam	D_support	D_support_deam	S_support	S_support_deam	H_der	H_deam_der	N-HST_der	N-HST_deam_der	N_der	N_deam_der	HST_der	HST_deam_der	D-S_der	D-S_deam_der	D_der	D_deam_der	S_der	S_deam_der	Unnamed: 64
12690	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20563	B26564	Lib.G.709	Cap.E.7360	470	140	SP6851	E14126	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M197 Layer 12.1	28.7	0.001735	1656214.0	1642867.0	1585.0	0.5	716.0	45.2	462.0	1.55	41.5	20.6	32.0-51.5	14.0-28.6	11.8-88.2	7.5-70.1	++	113.0	10.7% (3 / 28)	0.0% (0 / 5)	^20.0% (4 / 20)	^40.0% (2 / 5)	^^^37.5% (6 / 16)	^66.7% (2 / 3)	0.0% (0 / 39)	0.0% (0 / 4)	^^^45.7% (58 / 127)	^^^36.7% (11 / 30)	^12.7% (9 / 71)	^27.3% (3 / 11)	0.0% (0 / 50)	0.0% (0 / 12)	(8021:1)(13359:1)(15148:1)		(3399:1)(3414:1)(13801:1)(15671:1)	(3399:1)(3414:1)	(1406:1)(3808:1)(7861:1)(9027:1)(11383:1)(16400:1)	(11383:1)(16400:1)			(750:2)(2955:25)(5474:1)(6483:1)(6485:1)(7232:4)(8140:1)(8152:1)(9075:1)(9254:2)(9434:1)(9839:1)(9884:1)(9899:1)(10172:2)(10547:1)(11503:2)(12311:2)(12528:1)(12801:2)(13827:1)(13968:1)(14839:1)(15490:1)(15742:1)	(750:1)(2955:6)(7232:1)(9434:1)(12801:1)(14839:1)	(596:1)(736:1)(3636:1)(11864:1)(12193:1)(12561:1)(12921:1)(15562:2)	(596:1)(12193:1)(12561:1)			
12691	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20564	B26565	Lib.G.710	Cap.E.7361	406	112	SP6852	E14127	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M198 Layer 11.4	20.4	0.001278	1597551.0	1578253.0	4287.0	1.5	2943.0	68.6	548.0	5.37	35.7	10.9	27.8-44.2	6.5-16.9	5.3-85.3	1.7-40.5	+	101.0	^^^98.4% (62 / 63)	^^^100.0% (10 / 10)	0.0% (0 / 37)	NA% (0 / 0)	0.0% (0 / 37)	0.0% (0 / 3)	4.5% (2 / 44)	0.0% (0 / 3)	5.2% (8 / 155)	6.9% (2 / 29)	0.0% (0 / 113)	0.0% (0 / 13)	0.0% (0 / 86)	0.0% (0 / 18)	(2056:3)(2831:5)(4904:2)(4940:3)(5580:3)(5821:4)(5840:5)(6452:4)(6641:4)(7868:1)(7891:1)(8021:4)(8065:4)(8461:1)(9325:1)(9869:2)(10307:1)(10750:2)(11590:1)(12474:1)(13359:1)(13889:2)(15148:2)(15355:1)(15649:3)(15667:1)	(2831:1)(5821:1)(5840:1)(6452:1)(6641:1)(8065:1)(9325:1)(10307:1)(13359:1)(13889:1)					(7852:1)(8840:1)		(2955:8)	(2955:2)					
12692	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20565	B26566	Lib.G.711	Cap.E.7362	428	175	SP6853	E14128	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M199 Layer 11.4	23.6	0.001477	1596485.0	1579140.0	1620.0	0.6	732.0	45.2	355.0	2.06	38.2	12.4	28.1-49.1	6.3-21.0	1.3-98.7	0.5-71.6	+	68.0	^^^97.1% (34 / 35)	^^^80.0% (4 / 5)	3.6% (1 / 28)	0.0% (0 / 6)	7.7% (1 / 13)	0.0% (0 / 3)	0.0% (0 / 23)	0.0% (0 / 4)	6.2% (5 / 80)	6.2% (1 / 16)	2.9% (2 / 70)	0.0% (0 / 9)	2.5% (1 / 40)	0.0% (0 / 6)	(2056:2)(4904:1)(4940:1)(5387:1)(5580:3)(6266:2)(6452:1)(6641:1)(8021:1)(8065:1)(8461:1)(8503:1)(9869:1)(10307:1)(10324:1)(10750:2)(12474:2)(13359:1)(13656:1)(15148:2)(15355:3)(15443:1)(15649:2)(15667:1)	(6641:1)(13656:1)(15148:1)(15355:1)	(5673:1)		(15789:1)				(2955:5)	(2955:1)	(4659:1)(6917:1)		(11335:1)		
12693	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20566	B26567	Lib.G.712	Cap.E.7363	444	105	SP6854	E14129	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M200 Layer 11.3	0.0	0.0	1627559.0	1611248.0	1848.0	0.6	790.0	42.7	270.0	2.93	36.8	13.5	25.4-49.3	6.7-23.5	6.8-93.2	2.5-55.6	+	53.0	^^^95.5% (21 / 22)	0.0% (0 / 1)	5.6% (1 / 18)	0.0% (0 / 2)	0.0% (0 / 10)	0.0% (0 / 1)	0.0% (0 / 22)	0.0% (0 / 8)	7.7% (5 / 65)	16.7% (2 / 12)	8.0% (4 / 50)	10.0% (1 / 10)	0.0% (0 / 34)	0.0% (0 / 14)	(2056:1)(2831:2)(5387:1)(5580:2)(5821:1)(5840:1)(6266:1)(6641:1)(7891:1)(9325:1)(9869:1)(11590:1)(13095:2)(13359:1)(13889:1)(15148:1)(15443:2)		(8764:1)						(2955:5)	(2955:2)	(7609:1)(7621:1)(14662:1)(15643:1)	(15643:1)			
12694	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20567	B26568	Lib.G.713	Cap.E.7364	403	192	SP6855	E14130	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M201 Layer 11.3	0.0	0.0	1595922.0	1577683.0	1774.0	0.6	637.0	35.9	316.0	2.02	29.3	24.7	19.4-41.0	16.0-35.3	0.0-60.2	0.0-52.2	++	78.0	^^^85.0% (17 / 20)	^^^66.7% (4 / 6)	0.0% (0 / 22)	0.0% (0 / 3)	13.3% (2 / 15)	0.0% (0 / 5)	0.0% (0 / 11)	NA% (0 / 0)	^^^28.4% (21 / 74)	13.3% (2 / 15)	8.3% (4 / 48)	15.4% (2 / 13)	0.0% (0 / 23)	0.0% (0 / 4)	(2056:1)(4904:1)(4940:1)(6641:1)(8021:1)(8065:3)(8461:2)(8503:1)(10750:1)(13656:1)(13889:2)(15148:1)(15443:1)	(4904:1)(4940:1)(8461:1)(8503:1)			(1406:1)(8386:1)				(750:1)(1761:1)(2955:11)(6483:1)(6485:1)(6509:1)(6512:1)(8545:1)(9434:1)(9839:1)(12064:1)	(2955:2)	(928:1)(4047:1)(6566:1)(13528:1)	(4047:1)(6566:1)			
12695	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20568	B26569	Lib.G.714	Cap.E.7365	450	106	SP6856	E14131	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M202 Layer 11.3/11.2	8.4	0.000506	1660629.0	1646261.0	1781.0	0.6	686.0	38.5	349.0	1.97	41.5	17.8	30.7-52.9	10.9-26.7	6.8-93.2	1.9-45.4	++	76.0	^^^95.2% (20 / 21)	^^^80.0% (4 / 5)	5.9% (1 / 17)	0.0% (0 / 2)	0.0% (0 / 10)	0.0% (0 / 3)	0.0% (0 / 28)	0.0% (0 / 7)	^^22.1% (19 / 86)	^25.0% (5 / 20)	1.5% (1 / 65)	0.0% (0 / 9)	0.0% (0 / 28)	0.0% (0 / 5)	(2831:2)(5387:1)(5821:2)(5840:2)(6452:1)(8065:1)(8461:2)(9869:1)(10307:1)(10324:1)(10750:1)(13359:1)(13656:3)(15667:1)	(8461:1)(10307:1)(10324:1)(13656:1)	(10373:1)						(2955:19)	(2955:5)	(16081:1)				
12696	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20569	B26570	Lib.G.715	Cap.E.7366	485	115	SP6857	E14132	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M203 Layer 11.2	15.0	0.000991	1512988.0	1497081.0	1389.0	0.5	512.0	36.9	252.0	2.03	40.0	23.9	27.0-54.1	14.6-35.5	0.6-80.6	0.4-64.1	++	72.0	^^^70.0% (7 / 10)	0.0% (0 / 1)	0.0% (0 / 11)	NA% (0 / 0)	0.0% (0 / 5)	0.0% (0 / 3)	0.0% (0 / 17)	0.0% (0 / 4)	^^42.0% (29 / 69)	^^41.2% (7 / 17)	7.1% (2 / 28)	0.0% (0 / 4)	0.0% (0 / 19)	0.0% (0 / 6)	(2056:1)(8461:1)(10750:1)(13359:1)(13656:1)(15148:2)								(2284:1)(2955:28)	(2955:7)	(8784:1)(15562:1)				
12697	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20570	B26571	Lib.G.716	Cap.E.7367	448	154	SP6858	E14133	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M204 Layer 11.2	0.7	3.8e-05	1787767.0	1768673.0	1268.0	0.3	376.0	29.7	226.0	1.66	40.0	21.3	26.4-54.8	11.9-33.7	4.3-77.7	5.3-85.3	++	48.0	^^^100.0% (6 / 6)	NA% (0 / 0)	0.0% (0 / 4)	0.0% (0 / 1)	16.7% (1 / 6)	NA% (0 / 0)	0.0% (0 / 8)	0.0% (0 / 2)	^^^30.0% (15 / 50)	^^35.7% (5 / 14)	3.7% (1 / 27)	0.0% (0 / 3)	0.0% (0 / 10)	0.0% (0 / 1)	(2523:1)(5580:1)(7868:1)(7891:1)(8021:1)(9325:1)				(9027:1)				(2955:13)(10670:1)(13968:1)	(2955:5)	(5447:1)				
12698	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20571	B26572	Lib.G.717	Cap.E.7368	397	102	SP6859	E14134	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M205 Layer 11.2/9.3	17.5	0.00144	1212565.0	1200372.0	2572.0	1.4	1320.0	51.3	633.0	2.09	12.6	6.7	7.7-19.0	3.3-12.0	0.0-97.5	0.0-52.2	-	50.0	^^^97.1% (68 / 70)	^66.7% (2 / 3)	0.0% (0 / 57)	NA% (0 / 0)	0.0% (0 / 40)	NA% (0 / 0)	0.0% (0 / 73)	0.0% (0 / 4)	^9.2% (18 / 195)	^^35.3% (6 / 17)	0.0% (0 / 161)	0.0% (0 / 8)	1.1% (1 / 88)	33.3% (1 / 3)	(2523:2)(2831:3)(4904:3)(4940:3)(5387:1)(5580:2)(5840:1)(6266:1)(6452:3)(6641:2)(7868:2)(8021:2)(8065:3)(8461:2)(8503:1)(9325:4)(9869:6)(10307:2)(11590:2)(12474:3)(13095:3)(13359:2)(13656:2)(15148:2)(15355:3)(15443:3)(15649:2)(15667:3)	(5580:1)(9869:1)							(2955:16)(11147:1)(15490:1)	(2955:6)			(6368:1)	(6368:1)	
12699	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20572	B26573	Lib.G.718	Cap.E.7369	491	170	SP6860	E14135	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M206 Layer 9.2/9.3	1.6	9.4e-05	1727095.0	1700517.0	14882.0	6.5	11037.0	74.2	928.0	11.89	5.5	2.1	2.4-10.5	0.6-5.2	N/A-N/A	0.0-70.8	-	28.0	^^^98.9% (94 / 95)	^^^100.0% (5 / 5)	0.0% (0 / 148)	0.0% (0 / 4)	0.0% (0 / 94)	0.0% (0 / 4)	0.0% (0 / 99)	0.0% (0 / 3)	^10.7% (25 / 234)	25.0% (2 / 8)	0.0% (0 / 260)	0.0% (0 / 3)	0.0% (0 / 124)	0.0% (0 / 1)	(2056:2)(2523:9)(2831:5)(4904:1)(4940:2)(5387:1)(5580:1)(6266:2)(6452:2)(6641:3)(7868:7)(7891:3)(8021:2)(8065:4)(8503:2)(9325:2)(9869:2)(10307:3)(10324:4)(10750:5)(11590:4)(12474:1)(13095:1)(13359:9)(13656:2)(13889:2)(15148:3)(15355:1)(15443:1)(15649:5)(15667:3)	(2523:1)(6641:1)(7868:2)(15148:1)							(2955:24)(11503:1)	(2955:2)					
12700	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20573	B26574	Lib.G.719	Cap.E.7370	477	185	SP6861	E14136	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M207 Layer 9.2	46.0	0.003137	1466575.0	1437277.0	19977.0	100.0	12616.0	63.2	64.0	197.12	0.0	0.0	0.0-36.9	0.0-15.4	N/A-N/A	N/A-N/A	-	0.0	^^^100.0% (7 / 7)	NA% (0 / 0)	0.0% (0 / 12)	NA% (0 / 0)	0.0% (0 / 17)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	14.8% (4 / 27)	NA% (0 / 0)	0.0% (0 / 17)	NA% (0 / 0)	0.0% (0 / 16)	NA% (0 / 0)	(2056:1)(4904:2)(9325:2)(15649:1)(15667:1)								(6935:2)(6938:2)						
12701	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20574	B26575	Lib.G.720	Cap.E.7371	466	145	SP6862	E14137	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M208 Layer 12.3	41.2	0.002784	1479490.0	1460269.0	2806.0	0.7	1313.0	46.8	188.0	6.98	33.9	13.1	21.8-47.8	5.8-24.2	0.0-70.8	0.0-33.6	+	49.0	^^^71.4% (10 / 14)	0.0% (0 / 1)	0.0% (0 / 10)	0.0% (0 / 1)	0.0% (0 / 7)	0.0% (0 / 3)	0.0% (0 / 16)	0.0% (0 / 4)	^^^60.0% (24 / 40)	^^^87.5% (7 / 8)	^^^40.0% (12 / 30)	^^^66.7% (4 / 6)	0.0% (0 / 16)	0.0% (0 / 4)	(2056:1)(2523:1)(6641:1)(8065:1)(8461:1)(10750:2)(11590:1)(13095:1)(13656:1)								(868:1)(1761:1)(2955:7)(3714:1)(7232:1)(7705:1)(8140:1)(8152:1)(8203:3)(8545:1)(11503:1)(13968:2)(14007:1)(14020:1)(14073:1)	(2955:3)(8203:1)(8545:1)(13968:1)(14073:1)	(736:1)(928:1)(4659:1)(5270:1)(5447:2)(10742:1)(11864:1)(13923:1)(14662:1)(16245:1)(16487:1)	(5447:1)(10742:1)(11864:1)(13923:1)			
12702	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20575	B26576	Lib.G.721	Cap.E.7372	411	163	SP6863	E14138	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M209 Layer 12.3	68.3	0.00471	1451209.0	1433188.0	1666.0	0.4	596.0	35.8	226.0	2.64	50.0	17.8	36.6-63.4	9.8-28.5	9.4-99.2	2.1-48.4	+	65.0	^42.9% (3 / 7)	25.0% (1 / 4)	0.0% (0 / 15)	0.0% (0 / 5)	12.5% (1 / 8)	0.0% (0 / 3)	0.0% (0 / 9)	NA% (0 / 0)	^^^71.4% (40 / 56)	^^^73.3% (11 / 15)	^^^55.3% (21 / 38)	^^^60.0% (3 / 5)	5.3% (1 / 19)	0.0% (0 / 1)	(2056:1)(15148:1)(15355:1)	(15148:1)			(1406:1)				(2284:1)(2955:19)(3714:2)(3747:1)(4991:1)(6242:1)(7232:1)(8140:1)(8203:1)(9647:1)(9758:1)(10172:1)(10547:1)(10670:1)(11983:1)(12001:2)(12630:1)(14073:1)(15742:1)(15883:1)	(2955:4)(3714:1)(6242:1)(7232:1)(8140:1)(9758:1)(12001:1)(15742:1)	(736:1)(4659:1)(5021:1)(5270:1)(5447:1)(7609:1)(7621:1)(7741:2)(10196:1)(10966:2)(12921:1)(13434:2)(13923:1)(15403:1)(16487:2)(16527:2)	(5447:1)(10966:1)(13923:1)	(14218:1)		
12703	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20576	B26577	Lib.G.722	Cap.E.7373	462	118	SP6864	E14139	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M210 Layer 12.2?	19.7	0.001252	1575156.0	1553727.0	2287.0	0.7	1109.0	48.5	361.0	3.07	33.7	29.7	23.7-44.9	20.5-40.2	0.4-64.1	0.3-48.2	++	86.0	21.4% (3 / 14)	0.0% (0 / 1)	^^^40.0% (6 / 15)	^^100.0% (2 / 2)	^^^57.1% (4 / 7)	100.0% (1 / 1)	5.6% (1 / 18)	0.0% (0 / 3)	^^^30.3% (30 / 99)	^21.7% (5 / 23)	4.8% (3 / 62)	0.0% (0 / 11)	5.0% (2 / 40)	8.3% (1 / 12)	(6452:1)(6641:1)(10750:1)		(7424:1)(12070:1)(13707:1)(13801:1)(15629:2)	(7424:1)(15629:1)	(1406:2)(8986:1)(9027:1)	(9027:1)	(11102:1)		(2955:24)(6483:1)(6485:1)(6509:1)(6512:1)(13827:1)(14839:1)	(2955:5)	(928:1)(8784:1)(13434:1)		(6614:1)(13687:1)	(13687:1)	
12704	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20577	B26578	Lib.G.723	Cap.E.7374	408	123	SP6865	E14140	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M211 Layer 12.2?	7.9	0.000463	1714828.0	1697278.0	1712.0	0.5	669.0	39.1	388.0	1.72	31.1	29.7	21.8-41.7	21.4-39.1	0.0-41.0	0.0-45.9	++	87.0	^^^52.0% (13 / 25)	16.7% (1 / 6)	^^^53.3% (8 / 15)	NA% (0 / 0)	^25.0% (3 / 12)	0.0% (0 / 1)	0.0% (0 / 24)	0.0% (0 / 5)	^^^44.7% (42 / 94)	^^37.0% (10 / 27)	7.1% (5 / 70)	^^^33.3% (5 / 15)	0.0% (0 / 22)	0.0% (0 / 6)	(2523:1)(4904:2)(6452:1)(7868:2)(7891:2)(13095:1)(13359:1)(13889:1)(15148:1)(15355:1)	(15148:1)	(7106:1)(7424:1)(10532:1)(13801:1)(15226:1)(15671:2)(16139:1)		(7127:1)(11383:1)(16400:1)				(2955:40)(4318:1)(15941:1)	(2955:10)	(3870:1)(3888:1)(8008:1)(14662:1)(15403:1)	(3870:1)(3888:1)(8008:1)(14662:1)(15403:1)			
12705	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20578	B26579	Lib.G.724	Cap.E.7375	490	168	SP6866	E14141	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M212 Layer 12.1/12.2	2.4	0.00015	1590008.0	1569758.0	1180.0	0.3	385.0	32.6	276.0	1.39	30.5	28.0	19.2-43.9	18.2-39.6	0.0-84.2	0.0-45.9	++	69.0	20.0% (2 / 10)	0.0% (0 / 1)	^^^55.6% (5 / 9)	^^^100.0% (3 / 3)	^^^71.4% (5 / 7)	^^^100.0% (3 / 3)	0.0% (0 / 20)	0.0% (0 / 3)	^^^32.5% (25 / 77)	^^42.9% (6 / 14)	4.4% (2 / 45)	0.0% (0 / 7)	0.0% (0 / 21)	0.0% (0 / 4)	(15148:1)(15667:1)		(4204:1)(11458:1)(13707:1)(15226:1)(15629:1)	(4204:1)(13707:1)(15226:1)	(1406:1)(3918:1)(7746:1)(11950:1)(15232:1)	(1406:1)(3918:1)(15232:1)			(2955:21)(7705:1)(8140:1)(8152:1)(8203:1)	(2955:6)	(7664:1)(12375:1)				
12706	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20579	B26580	Lib.G.725	Cap.E.7376	455	164	SP6867	E14142	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M213 Layer 11.4	131.8	0.006921	1904798.0	1882350.0	3530.0	1.0	2453.0	69.5	596.0	4.12	32.1	16.8	24.5-40.6	11.6-23.1	9.9-81.6	4.0-45.6	++	112.0	^^^100.0% (50 / 50)	^^^100.0% (8 / 8)	2.0% (1 / 49)	0.0% (0 / 6)	0.0% (0 / 25)	0.0% (0 / 6)	0.0% (0 / 40)	0.0% (0 / 5)	^10.3% (15 / 145)	12.1% (4 / 33)	0.8% (1 / 124)	0.0% (0 / 23)	0.0% (0 / 70)	0.0% (0 / 11)	(2056:1)(2523:1)(2831:1)(4904:1)(4940:1)(5840:1)(6266:5)(6452:2)(6641:1)(7891:1)(8021:2)(8065:2)(8461:1)(9325:2)(9869:2)(10307:3)(10324:2)(10750:3)(11590:1)(12474:3)(13359:3)(13656:5)(13889:1)(15148:2)(15443:3)	(4904:1)(4940:1)(6641:1)(10307:1)(13359:2)(13656:1)(15443:1)	(417:1)						(486:1)(2955:12)(4991:1)(10223:1)	(2955:4)	(928:1)				
12707	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20580	B26581	Lib.G.726	Cap.E.7377	409	101	SP6868	E14143	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M214 Layer 11.4	24.2	0.001566	1546464.0	1527991.0	3077.0	1.3	2032.0	66.0	699.0	2.91	34.4	20.7	27.6-41.6	14.9-27.5	4.3-77.7	1.3-33.1	++	157.0	^^^100.0% (70 / 70)	^^^100.0% (14 / 14)	0.0% (0 / 48)	0.0% (0 / 14)	2.4% (1 / 42)	7.7% (1 / 13)	1.4% (1 / 73)	0.0% (0 / 12)	6.9% (13 / 188)	10.9% (5 / 46)	0.0% (0 / 143)	0.0% (0 / 33)	0.0% (0 / 98)	0.0% (0 / 24)	(2056:1)(2523:3)(2831:1)(4940:2)(5387:3)(5580:1)(5821:2)(5840:4)(6266:2)(6452:3)(6641:1)(7868:1)(7891:3)(8021:2)(8503:1)(9869:2)(10307:2)(10324:3)(10750:4)(11590:3)(12474:5)(13095:1)(13656:4)(15148:8)(15355:5)(15443:1)(15649:1)(15667:1)	(4940:1)(6452:1)(7891:1)(8021:1)(9869:1)(10307:1)(10324:1)(13095:1)(13656:2)(15148:2)(15649:1)(15667:1)			(438:1)	(438:1)	(15346:1)		(750:1)(1009:1)(2955:7)(7789:1)(8203:1)(10547:1)(15250:1)	(1009:1)(2955:2)(10547:1)(15250:1)					
12708	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20581	B26582	Lib.G.727	Cap.E.7378	492	179	SP6869	E14144	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M215 Layer 11.3	0.8	6.5e-05	1170105.0	1153956.0	1590.0	0.9	751.0	47.2	432.0	1.74	34.3	16.5	25.3-44.2	10.3-24.6	22.3-95.7	9.1-61.4	++	84.0	^^^95.7% (22 / 23)	^^^80.0% (4 / 5)	6.9% (2 / 29)	0.0% (0 / 3)	12.5% (2 / 16)	0.0% (0 / 2)	0.0% (0 / 29)	0.0% (0 / 5)	^^^17.3% (17 / 98)	^19.0% (4 / 21)	8.0% (7 / 88)	12.5% (3 / 24)	5.4% (2 / 37)	0.0% (0 / 7)	(2523:1)(4940:1)(5387:1)(5580:1)(6266:4)(6452:1)(7891:1)(8065:2)(10750:3)(12474:1)(13359:1)(15148:1)(15443:2)(15649:1)(15667:1)	(4940:1)(6266:1)(15649:1)(15667:1)	(5673:1)(7424:1)		(8986:1)(11950:1)				(2955:8)(3978:1)(4991:2)(7789:1)(8203:1)(12311:1)(12801:1)(14007:1)(14020:1)	(2955:2)(7789:1)(12311:1)	(3957:1)(4959:1)(5270:1)(5447:1)(12921:1)(13528:1)(16527:1)	(4959:1)(5270:1)(16527:1)	(4512:1)(7912:1)		
12709	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20582	B26583	Lib.G.728	Cap.E.7379	452	178	SP6870	E14145	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M216 Layer 11.3	0.0	0.0	1949302.0	1927352.0	1676.0	0.5	725.0	43.3	400.0	1.81	38.5	18.9	28.4-49.2	12.3-26.9	18.4-90.1	6.4-47.6	++	83.0	^^^100.0% (18 / 18)	^^^100.0% (4 / 4)	6.9% (2 / 29)	0.0% (0 / 3)	0.0% (0 / 18)	0.0% (0 / 5)	0.0% (0 / 22)	0.0% (0 / 6)	^^20.2% (20 / 99)	^22.2% (6 / 27)	1.5% (1 / 65)	0.0% (0 / 17)	5.0% (2 / 40)	0.0% (0 / 7)	(2831:1)(4940:2)(5387:1)(6266:1)(6641:3)(7891:1)(8503:1)(9325:1)(10307:2)(10324:1)(12474:2)(13889:1)(15355:1)	(4940:1)(6641:1)(13889:1)(15355:1)	(7424:1)(11527:1)						(2955:20)	(2955:6)	(928:1)		(535:1)(15640:1)		
12710	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20583	B26584	Lib.G.729	Cap.E.7380	486	174	SP6871	E14146	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M217 Layer 11.2/11.3	1.6	0.00011	1502968.0	1487891.0	2005.0	1.1	1043.0	52.0	658.0	1.59	14.9	10.2	8.9-22.8	6.1-15.9	0.0-70.8	0.0-41.0	-	62.0	^^^94.4% (51 / 54)	100.0% (1 / 1)	0.0% (0 / 36)	0.0% (0 / 1)	2.5% (1 / 40)	0.0% (0 / 1)	0.0% (0 / 40)	NA% (0 / 0)	^9.8% (17 / 173)	^25.0% (3 / 12)	0.8% (1 / 118)	0.0% (0 / 9)	0.0% (0 / 79)	0.0% (0 / 2)	(2056:1)(2523:3)(2831:5)(4904:2)(4940:3)(5387:2)(5580:3)(6266:3)(6452:2)(7868:3)(7891:2)(8021:1)(8065:1)(8503:1)(9869:3)(10307:1)(10324:1)(10750:1)(13359:3)(13656:2)(13889:2)(15148:6)	(9869:1)			(7861:1)				(2955:15)(15250:1)(15490:1)	(2955:3)	(5447:1)				
12711	passed		inclDenSedEZ2021	190327_D00829_0240.lane2	A20584	B26585	Lib.G.730	Cap.E.7381	449	153	SP6872	E14147	sediment	screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (3/4) M218 Layer 11.2	10.7	0.000689	1560187.0	1544185.0	1584.0	0.5	581.0	36.7	289.0	2.01	49.2	23.1	35.9-62.5	14.3-34.0	26.2-87.8	29.9-92.5	++	64.0	^^^93.3% (14 / 15)	^^^75.0% (3 / 4)	11.8% (2 / 17)	0.0% (0 / 1)	0.0% (0 / 8)	0.0% (0 / 1)	0.0% (0 / 31)	0.0% (0 / 5)	^^^27.4% (17 / 62)	^^29.4% (5 / 17)	6.8% (4 / 59)	0.0% (0 / 5)	0.0% (0 / 30)	0.0% (0 / 10)	(2056:1)(5821:1)(5840:1)(6641:1)(7868:2)(7891:3)(10307:1)(10324:1)(13095:1)(15355:1)(15443:1)	(2056:1)(15355:1)(15443:1)	(12070:1)(13707:1)						(2955:15)(13629:1)(15941:1)	(2955:5)	(534:1)(4622:1)(13635:1)(16081:1)				
