DB_entry	QC	QC_comment	Comments	RunID	IndexLibID	CapLibID	IndexLibIDCoreDB	CapLibIDCoreDB	p7	p5	SampleID	ExtractID	SampleType	ExperimentType	ProbeSet	Site	Description	CC_reads	CC_percent	RawSeqs	FilteredL35	Identified	%Hominid	Mapped	%Mapped	Unique	Duplication_Rate	5'CT	3'CT	5'CT(95%CI)	3'CT(95%CI)	cond5'CT(95%CI)	cond3'CT(95%CI)	Ancient	Deaminated(term3)	H_support	H_support_deam	N-HST_support	N-HST_support_deam	N_support	N_support_deam	HST_support	HST_support_deam	D-S_support	D-S_support_deam	D_support	D_support_deam	S_support	S_support_deam	H_der	H_deam_der	N-HST_der	N-HST_deam_der	N_der	N_deam_der	HST_der	HST_deam_der	D-S_der	D-S_deam_der	D_der	D_deam_der	S_der	S_deam_der	Unnamed: 64
11627	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20835	B25040	Lib.F.9306	Cap.E.6800	481	177	SP6761	E13969	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M106 Layer 22.1	12.6	0.000843	1499132.0	1476002.0	23624.0	18.5	14077.0	59.6	127.0	110.84	12.5	0.0	2.7-32.4	0.0-12.3	N/A-N/A	0.0-84.2	-	5.0	^^^100.0% (17 / 17)	100.0% (1 / 1)	13.0% (3 / 23)	100.0% (1 / 1)	0.0% (0 / 18)	NA% (0 / 0)	0.0% (0 / 8)	NA% (0 / 0)	3.6% (1 / 28)	NA% (0 / 0)	0.0% (0 / 43)	NA% (0 / 0)	0.0% (0 / 43)	0.0% (0 / 3)	(2831:3)(6266:6)(8065:1)(9869:1)(10307:1)(10324:1)(13359:2)(15355:1)(15443:1)	(6266:1)	(6260:3)	(6260:1)					(4991:1)						
11632	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20840	B25047	Lib.F.9311	Cap.E.6805	446	156	SP6762	E13974	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M107 Layer 22.1	49.0	0.00319	1535308.0	1510912.0	23991.0	45.8	14209.0	59.2	120.0	118.41	7.4	3.2	0.9-24.3	0.1-16.7	N/A-N/A	0.0-97.5	-	3.0	^^^100.0% (5 / 5)	NA% (0 / 0)	0.0% (0 / 18)	NA% (0 / 0)	5.9% (1 / 17)	100.0% (1 / 1)	0.0% (0 / 19)	NA% (0 / 0)	3.7% (1 / 27)	NA% (0 / 0)	0.0% (0 / 50)	NA% (0 / 0)	0.0% (0 / 16)	NA% (0 / 0)	(2056:1)(8021:2)(13656:2)				(3918:1)	(3918:1)			(9168:1)						
11633	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20841	B25048	Lib.F.9312	Cap.E.6806	440	162	SP6763	E13975	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M108 Layer 22.1	72.5	0.004716	1536868.0	1514720.0	33214.0	50.4	16999.0	51.2	197.0	86.29	5.9	0.0	0.7-19.7	0.0-9.7	N/A-N/A	0.0-97.5	-	4.0	^^^91.7% (11 / 12)	100.0% (1 / 1)	0.0% (0 / 51)	NA% (0 / 0)	13.3% (2 / 15)	0.0% (0 / 1)	0.0% (0 / 20)	NA% (0 / 0)	2.0% (1 / 51)	NA% (0 / 0)	0.0% (0 / 85)	NA% (0 / 0)	0.0% (0 / 20)	NA% (0 / 0)	(7868:1)(7891:1)(8065:1)(9325:1)(9869:1)(13359:3)(13656:1)(15148:1)(15355:1)	(8065:1)			(3918:2)				(6242:1)						
11634	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20842	B25049	Lib.F.9313	Cap.E.6807	427	145	SP6764	E13976	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M109 Layer 22.1	56.4	0.004069	1385717.0	1364685.0	21085.0	18.9	7077.0	33.6	66.0	107.23	0.0	0.0	0.0-24.7	0.0-30.8	N/A-N/A	N/A-N/A	-	0.0	^^^100.0% (8 / 8)	NA% (0 / 0)	0.0% (0 / 5)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	0.0% (0 / 5)	NA% (0 / 0)	6.2% (1 / 16)	NA% (0 / 0)	0.0% (0 / 17)	NA% (0 / 0)	0.0% (0 / 17)	NA% (0 / 0)	(5387:1)(5840:1)(6452:1)(6641:1)(12474:1)(13359:2)(13889:1)								(12528:1)						
11635	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20843	B25050	Lib.F.9314	Cap.E.6808	464	179	SP6765	E13977	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M110 Layer 22.1	71.9	0.005569	1290488.0	1266973.0	31556.0	40.8	22514.0	71.3	368.0	61.18	4.7	2.5	1.0-13.1	0.3-8.6	N/A-N/A	0.0-84.2	-	11.0	^^^100.0% (28 / 28)	NA% (0 / 0)	0.0% (0 / 45)	0.0% (0 / 5)	0.0% (0 / 25)	0.0% (0 / 2)	5.1% (2 / 39)	0.0% (0 / 1)	0.0% (0 / 103)	0.0% (0 / 2)	0.0% (0 / 121)	0.0% (0 / 7)	0.0% (0 / 62)	0.0% (0 / 2)	(2056:1)(2523:1)(4940:1)(5387:1)(5580:1)(5821:1)(5840:2)(6266:1)(6452:4)(6641:1)(7868:2)(8461:1)(8503:1)(9869:1)(10750:2)(11590:1)(13095:1)(13656:2)(15355:2)(15443:1)						(13651:1)(16083:1)								
11636	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20844	B25051	Lib.F.9315	Cap.E.6809	433	138	SP6766	E13978	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M111 Layer 22.1	1.7	0.000118	1446737.0	1424777.0	120414.0	72.7	107702.0	89.4	2431.0	44.3	2.9	2.0	1.6-4.8	1.1-3.3	0.0-70.8	0.0-70.8	-	43.0	^^^98.8% (237 / 240)	50.0% (1 / 2)	0.0% (0 / 328)	0.0% (0 / 5)	0.0% (0 / 208)	NA% (0 / 0)	0.0% (0 / 288)	0.0% (0 / 3)	2.2% (16 / 737)	0.0% (0 / 9)	0.1% (1 / 722)	11.1% (1 / 9)	0.5% (2 / 426)	0.0% (0 / 5)	(2056:10)(2523:2)(2831:3)(4904:3)(4940:4)(5387:7)(5580:6)(5821:5)(5840:7)(6266:2)(6452:12)(6641:3)(7868:15)(7891:5)(8021:6)(8065:13)(8461:9)(8503:9)(9325:12)(9869:9)(10307:13)(10324:6)(10750:5)(12474:6)(13095:6)(13359:1)(13656:16)(13889:8)(15148:5)(15355:12)(15443:2)(15649:8)(15667:7)	(6452:1)							(750:1)(868:1)(8677:1)(9899:12)(12684:1)		(2404:1)	(2404:1)	(12662:2)		
11637	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20845	B25052	Lib.F.9316	Cap.E.6810	487	150	SP6767	E13979	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M112 Layer 22.1	54.8	0.003561	1538431.0	1516319.0	45846.0	71.4	28803.0	62.8	314.0	91.73	8.5	4.4	2.8-18.7	0.9-12.4	2.5-100.0	2.5-100.0	-	11.0	^^^93.8% (15 / 16)	NA% (0 / 0)	0.0% (0 / 52)	0.0% (0 / 1)	2.9% (1 / 35)	0.0% (0 / 2)	0.0% (0 / 35)	0.0% (0 / 2)	3.6% (2 / 55)	0.0% (0 / 1)	1.6% (2 / 124)	0.0% (0 / 1)	0.0% (0 / 28)	0.0% (0 / 3)	(5580:1)(6266:3)(6452:2)(6641:1)(8461:1)(9869:1)(10324:1)(10750:1)(13095:2)(13656:1)(15148:1)				(1406:1)				(3277:1)(14073:1)		(3957:1)(4622:1)				
11638	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20846	B25053	Lib.F.9317	Cap.E.6811	403	126	SP6768	E13980	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M113 Layer 22.1	109.4	0.00652	1678243.0	1654325.0	79129.0	94.3	61258.0	77.4	1364.0	44.91	1.5	0.5	0.3-4.4	0.0-2.7	N/A-N/A	0.0-84.2	-	7.0	^^^100.0% (58 / 58)	100.0% (1 / 1)	0.0% (0 / 251)	NA% (0 / 0)	0.0% (0 / 208)	NA% (0 / 0)	1.9% (2 / 103)	NA% (0 / 0)	2.2% (4 / 185)	0.0% (0 / 2)	0.0% (0 / 509)	0.0% (0 / 1)	0.0% (0 / 116)	0.0% (0 / 1)	(2056:4)(2523:1)(2831:1)(4904:3)(4940:2)(5387:2)(5580:1)(5821:1)(6452:1)(6641:1)(7868:2)(7891:2)(9869:2)(10307:2)(10324:3)(10750:1)(12474:4)(13095:1)(13359:4)(13656:5)(13889:2)(15148:3)(15355:5)(15443:2)(15649:1)(15667:2)	(5387:1)					(12771:2)		(1405:1)(4456:1)(11983:2)						
11639	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20847	B25054	Lib.F.9318	Cap.E.6812	475	147	SP6769	E13981	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M114 Layer 22.1	32.2	0.001709	1883422.0	1853394.0	71620.0	63.5	57109.0	79.7	456.0	125.24	6.1	1.7	2.5-12.2	0.2-5.8	N/A-N/A	0.0-97.5	-	15.0	^^^93.9% (46 / 49)	^^100.0% (2 / 2)	0.0% (0 / 57)	0.0% (0 / 2)	0.0% (0 / 42)	0.0% (0 / 1)	0.0% (0 / 37)	0.0% (0 / 2)	0.9% (1 / 112)	0.0% (0 / 1)	0.0% (0 / 109)	0.0% (0 / 4)	0.0% (0 / 62)	0.0% (0 / 2)	(2056:1)(2523:2)(2831:2)(5387:2)(5580:2)(5821:2)(5840:3)(7868:1)(7891:2)(8021:2)(8065:1)(8503:2)(9325:1)(9869:1)(10307:1)(10324:1)(10750:6)(11590:2)(12474:1)(13656:3)(15148:2)(15355:1)(15649:1)(15667:4)	(2523:1)(5580:1)							(1761:1)						
11640	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20848	B25055	Lib.F.9319	Cap.E.6813	437	153	SP6770	E13982	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M115 Layer 22.1	65.0	0.004162	1562921.0	1539423.0	238004.0	96.3	224402.0	94.3	7713.0	29.09	2.0	1.5	1.4-2.7	1.0-2.2	0.0-60.2	0.0-28.5	-	118.0	^^^98.7% (1021 / 1034)	^^^100.0% (11 / 11)	0.0% (0 / 1059)	0.0% (0 / 8)	0.2% (1 / 659)	0.0% (0 / 9)	2.3% (22 / 941)	0.0% (0 / 18)	1.2% (29 / 2359)	2.1% (1 / 48)	0.0% (0 / 2371)	0.0% (0 / 19)	0.2% (3 / 1464)	0.0% (0 / 14)	(2056:35)(2523:22)(2831:23)(4904:44)(4940:19)(5387:22)(5580:41)(5821:8)(5840:10)(6266:26)(6452:18)(6641:11)(7868:59)(7891:55)(8021:23)(8065:32)(8461:33)(8503:21)(9325:36)(9869:19)(10307:32)(10324:35)(10750:37)(11590:37)(12474:24)(13095:22)(13359:28)(13656:22)(13889:21)(15148:80)(15355:39)(15443:13)(15649:30)(15667:44)	(2056:2)(2831:1)(7868:3)(7891:2)(11590:1)(15148:2)			(8386:1)		(12771:21)(14215:1)		(750:3)(868:2)(1761:1)(4958:14)(6483:1)(6935:1)(6938:1)(7705:1)(8677:1)(9530:1)(11016:1)(12756:1)(12801:1)	(868:1)			(1766:1)(10899:1)(14218:1)		
11641	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20849	B25056	Lib.F.9320	Cap.E.6814	412	189	SP6771	E13983	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M116 Layer 22.1	4.0	0.000265	1496097.0	1468918.0	53787.0	34.3	42790.0	79.6	566.0	75.6	5.2	1.6	1.9-11.0	0.2-5.5	0.0-97.5	0.0-97.5	-	16.0	^^^100.0% (42 / 42)	NA% (0 / 0)	0.0% (0 / 60)	0.0% (0 / 2)	0.0% (0 / 49)	0.0% (0 / 1)	1.8% (1 / 57)	0.0% (0 / 4)	1.7% (2 / 121)	^50.0% (2 / 4)	0.0% (0 / 109)	0.0% (0 / 2)	0.0% (0 / 94)	0.0% (0 / 1)	(2056:2)(4904:1)(5387:1)(5580:3)(5821:1)(5840:2)(6266:2)(6452:1)(6641:1)(7868:2)(7891:2)(8021:1)(8065:4)(8503:1)(9869:2)(10750:1)(11590:9)(13359:1)(13656:1)(15355:1)(15649:2)(15667:1)						(9410:1)		(7232:1)(15742:1)	(7232:1)(15742:1)					
11643	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20853	B25058	Lib.F.9324	Cap.E.6816	419	142	SP6772	E13985	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M117 Layer 22.1	52.4	0.003315	1581575.0	1560078.0	40338.0	22.2	30006.0	74.4	211.0	142.21	5.4	14.3	1.1-14.9	5.4-28.5	N/A-N/A	N/A-N/A	-	15.0	^^^100.0% (12 / 12)	^^100.0% (2 / 2)	0.0% (0 / 24)	0.0% (0 / 1)	0.0% (0 / 14)	0.0% (0 / 1)	0.0% (0 / 16)	0.0% (0 / 1)	2.6% (1 / 39)	0.0% (0 / 1)	0.0% (0 / 56)	0.0% (0 / 1)	0.0% (0 / 23)	0.0% (0 / 1)	(4904:1)(7868:2)(7891:2)(8503:1)(12474:1)(13359:1)(13656:1)(13889:1)(15355:1)(15443:1)	(7868:1)(7891:1)							(4991:1)						
11644	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20854	B25059	Lib.F.9325	Cap.E.6817	457	127	SP6773	E13986	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M118 Layer 22.1	53.4	0.003679	1450766.0	1430736.0	19157.0	36.2	7331.0	38.3	75.0	97.75	0.0	10.5	0.0-17.6	1.3-33.1	0.0-84.2	N/A-N/A	-	4.0	^^80.0% (4 / 5)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 3)	NA% (0 / 0)	0.0% (0 / 8)	0.0% (0 / 1)	0.0% (0 / 16)	NA% (0 / 0)	0.0% (0 / 18)	NA% (0 / 0)	0.0% (0 / 9)	NA% (0 / 0)	(2523:4)														
11645	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20855	B25060	Lib.F.9326	Cap.E.6818	474	106	SP6774	E13987	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M119 Layer 22.1	2.8	0.00018	1561175.0	1539826.0	32546.0	38.2	17489.0	53.7	158.0	110.69	11.1	4.3	3.1-26.1	0.1-21.9	N/A-N/A	N/A-N/A	-	12.0	^^^100.0% (14 / 14)	NA% (0 / 0)	0.0% (0 / 17)	NA% (0 / 0)	0.0% (0 / 18)	NA% (0 / 0)	0.0% (0 / 18)	NA% (0 / 0)	0.0% (0 / 45)	0.0% (0 / 2)	0.0% (0 / 33)	0.0% (0 / 1)	5.0% (1 / 20)	NA% (0 / 0)	(2056:1)(2523:1)(4940:1)(6266:2)(6452:1)(7891:1)(8065:1)(9325:1)(9869:2)(10307:1)(11590:1)(13095:1)												(535:1)		
11646	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20856	B25061	Lib.F.9327	Cap.E.6819	471	110	SP6775	E13988	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M120 Layer 22.1	36.7	0.002319	1583575.0	1561509.0	21749.0	33.5	7989.0	36.7	63.0	126.81	8.3	4.3	0.2-38.5	0.1-21.9	N/A-N/A	N/A-N/A	-	7.0	^^^100.0% (9 / 9)	100.0% (1 / 1)	0.0% (0 / 12)	NA% (0 / 0)	0.0% (0 / 5)	NA% (0 / 0)	0.0% (0 / 7)	NA% (0 / 0)	0.0% (0 / 11)	NA% (0 / 0)	0.0% (0 / 21)	NA% (0 / 0)	0.0% (0 / 12)	NA% (0 / 0)	(2523:7)(7891:1)(13656:1)	(2523:1)													
11647	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20857	B25062	Lib.F.9328	Cap.E.6820	441	122	SP6776	E13989	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M121 Layer 22.1	2.6	0.000149	1733936.0	1707334.0	51800.0	52.4	36300.0	70.1	541.0	67.1	2.3	2.0	0.3-8.0	0.2-7.2	0.0-97.5	N/A-N/A	-	6.0	^^^97.6% (40 / 41)	0.0% (0 / 1)	0.0% (0 / 70)	NA% (0 / 0)	0.0% (0 / 38)	NA% (0 / 0)	0.0% (0 / 55)	0.0% (0 / 1)	0.7% (1 / 148)	0.0% (0 / 1)	0.0% (0 / 220)	0.0% (0 / 1)	0.0% (0 / 85)	0.0% (0 / 1)	(2056:2)(2523:5)(4940:1)(5821:2)(5840:3)(6266:3)(6452:1)(7868:1)(8021:1)(9325:2)(9869:2)(10750:1)(13656:4)(13889:7)(15148:1)(15355:1)(15649:1)(15667:2)								(14950:1)						
11648	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20858	B25063	Lib.F.9329	Cap.E.6821	463	123	SP6777	E13990	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M122 Layer 22.1	0.0	0.0	1546374.0	1522362.0	63417.0	84.0	51628.0	81.4	573.0	90.1	3.4	1.4	0.9-8.5	0.2-5.0	0.0-97.5	0.0-97.5	-	18.0	^^^97.1% (68 / 70)	^^100.0% (3 / 3)	5.0% (4 / 80)	0.0% (0 / 4)	0.0% (0 / 32)	NA% (0 / 0)	1.5% (1 / 68)	0.0% (0 / 2)	0.0% (0 / 173)	0.0% (0 / 5)	0.9% (2 / 217)	0.0% (0 / 5)	0.0% (0 / 89)	NA% (0 / 0)	(2523:4)(2831:1)(4904:6)(4940:6)(5821:1)(5840:1)(6266:2)(6452:1)(6641:1)(7868:2)(7891:2)(8021:2)(8065:9)(9325:2)(10750:3)(11590:2)(12474:2)(13656:3)(13889:1)(15148:4)(15355:1)(15649:8)(15667:4)	(2523:2)(13656:1)	(11527:3)(15226:1)				(14446:1)				(8784:1)(13635:1)				
11649	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20859	B25064	Lib.F.9330	Cap.E.6822	422	174	SP6778	E13991	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M123 Layer 22.1	87.7	0.006254	1402321.0	1381414.0	33453.0	59.7	22013.0	65.8	440.0	50.03	2.2	3.5	0.3-7.8	0.7-10.0	0.0-97.5	0.0-97.5	-	9.0	^^^98.0% (49 / 50)	100.0% (1 / 1)	1.8% (1 / 57)	0.0% (0 / 1)	0.0% (0 / 19)	NA% (0 / 0)	0.0% (0 / 45)	0.0% (0 / 1)	0.7% (1 / 136)	0.0% (0 / 2)	0.0% (0 / 114)	0.0% (0 / 1)	1.2% (1 / 86)	NA% (0 / 0)	(2831:2)(4904:1)(4940:3)(5387:2)(5580:5)(5821:4)(5840:1)(6266:2)(6641:1)(8021:2)(8065:1)(8461:3)(8503:1)(9869:3)(10307:3)(10324:3)(10750:2)(11590:4)(12474:2)(13095:1)(13359:1)(13656:1)(13889:1)	(11590:1)	(6260:1)						(6485:1)				(6431:1)		
11650	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20860	B25065	Lib.F.9331	Cap.E.6823	409	168	SP6779	E13992	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M124 Layer 22.1	0.0	0.0	1384806.0	1359575.0	130699.0	92.9	120258.0	92.0	2836.0	42.4	1.3	0.4	0.5-2.6	0.1-1.3	0.0-97.5	0.0-97.5	-	29.0	^^^99.7% (323 / 324)	^^^100.0% (3 / 3)	1.7% (6 / 357)	0.0% (0 / 5)	0.0% (0 / 200)	0.0% (0 / 2)	0.0% (0 / 321)	0.0% (0 / 2)	1.0% (7 / 716)	0.0% (0 / 5)	0.1% (1 / 829)	0.0% (0 / 9)	0.0% (0 / 462)	0.0% (0 / 2)	(2056:4)(2523:32)(2831:7)(4904:21)(4940:9)(5387:14)(5580:6)(5821:5)(5840:7)(6266:2)(6452:1)(6641:7)(7868:6)(7891:9)(8021:6)(8065:10)(8461:11)(8503:9)(9325:13)(9869:9)(10307:13)(10324:10)(10750:10)(11590:3)(12474:3)(13095:16)(13359:17)(13656:4)(13889:12)(15148:11)(15355:19)(15443:4)(15649:6)(15667:7)	(2523:1)(6641:1)(13359:1)	(15629:6)						(868:4)(4958:2)(9647:1)		(10196:1)				
11651	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20861	B25066	Lib.F.9332	Cap.E.6824	400	164	SP6780	E13993	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M125 Layer 22.1	31.8	0.002049	1550860.0	1528610.0	35589.0	32.3	22512.0	63.3	141.0	159.66	0.0	0.0	0.0-12.8	0.0-10.0	N/A-N/A	N/A-N/A	-	2.0	^^^100.0% (10 / 10)	^^100.0% (2 / 2)	0.0% (0 / 18)	NA% (0 / 0)	0.0% (0 / 13)	NA% (0 / 0)	0.0% (0 / 11)	NA% (0 / 0)	2.5% (1 / 40)	0.0% (0 / 2)	0.0% (0 / 34)	0.0% (0 / 1)	0.0% (0 / 14)	NA% (0 / 0)	(2056:1)(4904:1)(4940:1)(5580:1)(10750:3)(13889:2)(15667:1)	(4904:1)(4940:1)							(1405:1)						
11652	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20862	B25067	Lib.F.9333	Cap.E.6825	456	173	SP6781	E13994	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M126 Layer 22.1	54.4	0.003483	1561952.0	1539174.0	95217.0	89.3	79141.0	83.1	758.0	104.41	1.5	1.7	0.2-5.3	0.2-6.1	0.0-97.5	N/A-N/A	-	12.0	^^^100.0% (56 / 56)	NA% (0 / 0)	0.0% (0 / 88)	NA% (0 / 0)	0.0% (0 / 149)	NA% (0 / 0)	0.0% (0 / 63)	0.0% (0 / 1)	0.6% (1 / 163)	0.0% (0 / 2)	0.0% (0 / 264)	NA% (0 / 0)	0.0% (0 / 100)	0.0% (0 / 1)	(2056:3)(2831:4)(4904:1)(5387:1)(5821:1)(5840:1)(6266:2)(6452:13)(8503:1)(9325:1)(10307:3)(10324:4)(11590:1)(12474:1)(13359:4)(15148:1)(15355:1)(15443:1)(15649:2)(15667:10)								(14605:1)						
11653	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20863	B25068	Lib.F.9334	Cap.E.6826	467	108	SP6782	E13995	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M127 Layer 22.1	66.6	0.003795	1754730.0	1730517.0	21533.0	14.5	8705.0	40.4	112.0	77.72	12.5	6.1	1.6-38.3	0.7-20.2	1.3-98.7	2.5-100.0	-	6.0	^^^100.0% (7 / 7)	NA% (0 / 0)	0.0% (0 / 8)	NA% (0 / 0)	0.0% (0 / 11)	NA% (0 / 0)	0.0% (0 / 9)	NA% (0 / 0)	6.9% (2 / 29)	^^100.0% (2 / 2)	0.0% (0 / 21)	NA% (0 / 0)	0.0% (0 / 10)	NA% (0 / 0)	(4904:1)(5580:1)(9325:1)(9869:2)(13095:1)(15355:1)								(14839:2)	(14839:2)					
11654	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20864	B25069	Lib.F.9335	Cap.E.6827	454	132	SP6783	E13996	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M128 Layer 22.1	4.8	0.000313	1540695.0	1515911.0	42669.0	47.6	32565.0	76.3	432.0	75.38	2.6	2.2	0.5-7.3	0.3-7.7	0.0-97.5	N/A-N/A	-	14.0	^^^100.0% (37 / 37)	NA% (0 / 0)	0.0% (0 / 68)	NA% (0 / 0)	0.0% (0 / 21)	NA% (0 / 0)	0.0% (0 / 44)	NA% (0 / 0)	1.7% (2 / 115)	0.0% (0 / 6)	0.0% (0 / 90)	NA% (0 / 0)	0.0% (0 / 72)	0.0% (0 / 1)	(2831:3)(4904:3)(4940:3)(5387:1)(5580:1)(7868:6)(7891:2)(8461:3)(8503:1)(9325:1)(10750:3)(12474:2)(13095:1)(13656:2)(13889:2)(15355:2)(15443:1)								(14020:2)						
11655	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20865	B25070	Lib.F.9336	Cap.E.6828	434	155	SP6784	E13997	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M129 Layer 22.1	33.8	0.001869	1808923.0	1780057.0	23774.0	5.8	15995.0	67.3	319.0	50.14	9.7	8.7	3.6-19.9	3.3-18.0	19.4-99.4	29.2-100.0	+	15.0	^^^93.8% (30 / 32)	NA% (0 / 0)	0.0% (0 / 24)	0.0% (0 / 1)	0.0% (0 / 29)	0.0% (0 / 1)	3.6% (1 / 28)	0.0% (0 / 2)	7.1% (6 / 85)	0.0% (0 / 2)	0.0% (0 / 62)	NA% (0 / 0)	0.0% (0 / 31)	0.0% (0 / 1)	(2056:1)(2831:2)(4904:1)(4940:1)(6266:1)(7868:2)(7891:2)(8021:3)(8065:4)(9325:1)(12474:2)(13889:1)(15148:7)(15649:1)(15667:1)						(11102:1)		(868:1)(9899:1)(11016:1)(15100:1)(15490:2)						
11656	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20866	B25071	Lib.F.9337	Cap.E.6829	405	118	SP6785	E13998	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M130 Layer 22.1	46.4	0.002794	1660949.0	1631862.0	35934.0	40.9	18733.0	52.1	94.0	199.29	3.7	0.0	0.1-19.0	0.0-14.2	N/A-N/A	0.0-97.5	-	2.0	^^^71.4% (5 / 7)	NA% (0 / 0)	0.0% (0 / 11)	NA% (0 / 0)	0.0% (0 / 4)	NA% (0 / 0)	0.0% (0 / 2)	NA% (0 / 0)	2.0% (1 / 50)	20.0% (1 / 5)	0.0% (0 / 19)	0.0% (0 / 1)	0.0% (0 / 13)	NA% (0 / 0)	(2523:1)(4904:1)(4940:1)(7891:1)(12474:1)								(12630:1)	(12630:1)					
11657	passed		inclDenSedEZ2021	190228_D00829_0224.lane2	A20867	B25072	Lib.F.9338	Cap.E.6830	485	135	SP6786	E13999	sediment	Screening	AA163	Denisova Cave, Russia	Denisova Main Chamber (2/4) M131 Layer 22.1	2.4	0.000161	1470662.0	1445161.0	39924.0	50.8	24241.0	60.7	188.0	128.94	2.7	0.0	0.1-14.2	0.0-6.7	N/A-N/A	N/A-N/A	-	2.0	^^^100.0% (26 / 26)	NA% (0 / 0)	0.0% (0 / 32)	NA% (0 / 0)	0.0% (0 / 8)	NA% (0 / 0)	0.0% (0 / 12)	NA% (0 / 0)	1.8% (1 / 56)	0.0% (0 / 3)	0.0% (0 / 61)	0.0% (0 / 1)	0.0% (0 / 27)	NA% (0 / 0)	(2056:1)(4904:2)(4940:1)(5580:2)(5821:1)(5840:1)(6266:1)(6452:1)(8021:1)(10307:1)(10324:2)(12474:2)(15148:2)(15355:1)(15443:1)(15649:3)(15667:3)								(9899:1)						
