RG	ReadsRaw	ReadsFiltered	ReadsLengthfiltered	SpeciesKmers	KmerCoverage	KmerDupRate	ExtractLVL	ReadsExtracted	Order	Family	Species	Reference	ReadsMapped	ProportionMapped	ReadsDeduped	DuplicationRate	CoveredBP	ReadsBedfiltered	PostBedCoveredBP	FamPercentage	Ancientness	ReadsDeam(1term)	ReadsDeam(3term)	Deam5(95ci)	Deam3(95ci)	Deam5Cond(95ci)	Deam3Cond(95ci)	MeanFragmentLength	MeanFragmentLength(3term)	Coverage	Breadth	ExpectedBreadth	ProportionExpectedBreadth
Cap.E.7224	2365299	2324190	1211232	132	0.01598	14.2	f	618	Carnivora	Hyaenidae	Crocuta_crocuta	best	476	0.7702	20	23.8000	921	19	878	0.33	+	5	7	66.7 (22.3,95.7)	20.0 (0.5,71.6)	N/A (N/A,N/A)	0.0 (0.0,84.2)	48.1	51.1	0.05	0.053	0.048	1.118
Cap.E.7224	2365299	2324190	1211232	139	0.02311	22.3	f	21417	Carnivora	Mustelidae	Martes_foina	best	1350	0.0630	83	16.2650	2246	70	2076	1.22	++	15	26	61.5 (31.6,86.1)	46.7 (21.3,73.4)	0.0 (0.0,97.5)	N/A (N/A,N/A)	46.9	47.8	0.22	0.135	0.183	0.741
Cap.E.7224	2365299	2324190	1211232	14	0.002042	37.7	f	513	Eulipotyphla	Talpidae	Uropsilus_soricipes	best	203	0.3957	5	40.6000	188	5	188	0.08	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	48.4	N/A	0.01	0.011	0.012	0.885
Cap.E.7224	2365299	2324190	1211232	17	0.009184	1.71	f	2500	Artiodactyla	Cervidae	Cervus_nippon_yakushimae	best	1278	0.5112	65	19.6615	2523	62	2428	1.08	++	12	21	38.9 (17.3,64.3)	46.2 (19.2,74.9)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	45.8	44.3	0.18	0.153	0.148	1.035
Cap.E.7224	2365299	2324190	1211232	19	0.002154	12.7	f	1052	Rodentia	Echimyidae	Proechimys_goeldii	best	271	0.2576	9	30.1111	260	8	221	0.13	-	2	4	50.0 (1.3,98.7)	50.0 (1.3,98.7)	N/A (N/A,N/A)	N/A (N/A,N/A)	39.4	39.2	0.02	0.015	0.018	0.839
Cap.E.7224	2365299	2324190	1211232	19	0.002859	9.21	f	2054	Primates	Cercopithecidae	Macaca_tonkeana	best	202	0.0983	11	18.3636	352	11	352	0.19	-	0	4	0.0 (0.0,84.2)	0.0 (0.0,84.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	44.6	43.0	0.02	0.021	0.025	0.825
Cap.E.7224	2365299	2324190	1211232	20	0.002793	653.0	f	5050	Chiroptera	Phyllostomidae	Artibeus_jamaicensis	best	84	0.0166	23	3.6521	219	23	219	0.40	+	3	4	25.0 (0.6,80.6)	100.0 (15.8,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.9	41.8	0.05	0.013	0.046	0.284
Cap.E.7224	2365299	2324190	1211232	20	0.003849	50.5	f	576	Carnivora	Otariidae	Arctocephalus_townsendi	best	132	0.2291	5	26.4000	166	5	166	0.08	-	2	2	100.0 (2.5,100.0)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	41.4	42.5	0.01	0.01	0.01	0.913
Cap.E.7224	2365299	2324190	1211232	21	0.002634	3.38	f	4561	Rodentia	Cricetidae	Microtus_thomasi	best	2377	0.5211	86	27.6395	1691	86	1691	1.50	++	18	34	43.5 (23.2,65.5)	39.1 (19.7,61.5)	100.0 (2.5,100.0)	33.3 (0.8,90.6)	45.6	45.9	0.24	0.103	0.191	0.542
Cap.E.7224	2365299	2324190	1211232	22	0.002557	1.45	f	1461	Rodentia	Sciuridae	Dremomys_rufigenis	best	76	0.0520	22	3.4545	529	22	529	0.38	+	6	10	50.0 (1.3,98.7)	100.0 (54.1,100.0)	50.0 (1.3,98.7)	100.0 (2.5,100.0)	42.5	41.1	0.05	0.031	0.048	0.656
Cap.E.7224	2365299	2324190	1211232	23	0.01906	61.9	f	476	Artiodactyla	Suidae	Sus_scrofa_taivanus	best	340	0.7142	14	24.2857	603	14	603	0.24	-	1	4	33.3 (0.8,90.6)	0.0 (0.0,52.2)	N/A (N/A,N/A)	0.0 (0.0,97.5)	51.9	39.8	0.04	0.036	0.038	0.957
Cap.E.7224	2365299	2324190	1211232	2401	0.3415	11.0	f	6633	Perissodactyla	Rhinocerotidae	Coelodonta_antiquitatis	best	6209	0.9360	460	13.4978	8980	452	8828	7.90	++	127	182	66.7 (58.1,74.5)	39.7 (30.9,49.0)	86.7 (59.5,98.3)	46.4 (27.5,66.1)	44.7	43.6	1.25	0.546	0.669	0.816
Cap.E.7224	2365299	2324190	1211232	25	0.004608	8.08	f	8310	Carnivora	Phocidae	Phoca_fasciata	best	43	0.0051	9	4.7777	297	5	203	0.08	-	1	4	0.0 (0.0,84.2)	100.0 (2.5,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	40.6	40.5	0.02	0.017	0.019	0.913
Cap.E.7224	2365299	2324190	1211232	27	0.003938	4.44	f	17242	Carnivora	Viverridae	Viverra_zibetha	best	561	0.0325	21	26.7142	603	20	567	0.34	-	3	5	60.0 (14.7,94.7)	0.0 (0.0,60.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.1	42.2	0.05	0.035	0.049	0.73
Cap.E.7224	2365299	2324190	1211232	28	0.004025	19900.0	f	39314	Eulipotyphla	Soricidae	Sorex_gracillimus	best	1349	0.0343	91	14.8241	468	13	362	0.22	-	2	4	33.3 (4.3,77.7)	0.0 (0.0,97.5)	N/A (N/A,N/A)	0.0 (0.0,97.5)	41.8	42.5	0.2	0.027	0.166	0.165
Cap.E.7224	2365299	2324190	1211232	289	0.1011	19.6	f	37289	Carnivora	Canidae	Canis_lupus_chanco	best	34418	0.9230	2221	15.4966	14739	2160	14495	37.76	++	552	891	64.2 (60.1,68.3)	52.9 (48.1,57.7)	60.0 (45.2,73.6)	55.6 (41.4,69.1)	42.7	42.7	5.65	0.878	0.993	0.884
Cap.E.7224	2365299	2324190	1211232	30	0.003866	23.5	f	255	Carnivora	Herpestidae	Suricata_suricatta	best	42	0.1647	2	21.0000	92	2	92	0.03	-	0	0	0.0 (0.0,97.5)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	46.0	N/A	0.0	0.005	0.004	1.135
Cap.E.7224	2365299	2324190	1211232	30	0.003939	8.63	f	1680	Rodentia	Muridae	Rattus_norvegicus	best	743	0.4422	34	21.8529	600	34	600	0.59	+	6	10	80.0 (28.4,99.5)	50.0 (6.8,93.2)	N/A (N/A,N/A)	N/A (N/A,N/A)	42.9	41.9	0.08	0.036	0.075	0.485
Cap.E.7224	2365299	2324190	1211232	33	0.009391	75.3	f	1143	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	best	289	0.2528	24	12.0416	224	24	224	0.41	+	5	7	50.0 (6.8,93.2)	100.0 (29.2,100.0)	N/A (N/A,N/A)	N/A (N/A,N/A)	38.5	38.7	0.05	0.013	0.047	0.281
Cap.E.7224	2365299	2324190	1211232	34	0.003132	94.6	f	18207	Dasyuromorphia	Dasyuridae	Antechinus_flavipes	best	1964	0.1078	579	3.3920	177	0	0	0.00	-	0	0	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A (N/A,N/A)	N/A	N/A	1.69	0.01	0.775	0.013
Cap.E.7224	2365299	2324190	1211232	4	0.0006636	1.0	f	513	Chiroptera	Pteropodidae	Pteropus_vampyrus	best	58	0.1130	7	8.2857	203	7	203	0.12	-	2	3	0.0 (0.0,97.5)	66.7 (9.4,99.2)	0.0 (0.0,97.5)	N/A (N/A,N/A)	39.0	37.3	0.01	0.012	0.014	0.848
Cap.E.7224	2365299	2324190	1211232	40	0.03506	1.25	f	1362	Proboscidea	Elephantidae	Mammuthus_columbi	best	478	0.3509	71	6.7323	2428	70	2385	1.22	++	25	33	60.0 (36.1,80.9)	66.7 (43.0,85.4)	33.3 (0.8,90.6)	50.0 (1.3,98.7)	44.3	43.3	0.19	0.147	0.155	0.95
